index,dataset,doc_id,seg_id,source_text,reference_text,translated_text,input_tokens,output_tokens,cost
236,newsdev2017.zh-en.xml,sina0812.news.doc-ifxuxhas1762286,5,mu qian ， mi yun qu zhen cun san ji gong tou ru 8100 ren jin ru fang xun yi xian ， yi zhuan yi 164 ge cun 、2742 ren dao an zhi dian ， quan qu ge min su cun bu zai jie dai you ke 。,目前，密云区镇村三级共投入8100人进入防汛一线，已转移164个村、2742人到安置点，全区各民俗村不再接待游客。,目前，密云区镇村三级工头入8100人进入房巡疫线，已转移164个村、2742人到安置点，全区各民俗村不再接待游客。,108,59,0.000000
237,wmttest2022.zh-en.xml,xinhua-zh-01.104238,8,zai qi ye shi jian ying shi shi qi ye ban zu hua guan li mo shi ， gen ju bu tong zhuan ye de te dian ，1 ge shi fu ke dai 2～5 ge tu di ， zu cheng xue xi xiao zu ， que bao xue sheng shu lian zhang wo mei ge lun xun gang wei suo xu de ji neng 。,在企业实践应实施企业班组化管理模式，根据不同专业的特点，1个师傅可带2～5个徒弟，组成学习小组，确保学生熟练掌握每个轮训岗位所需的技能。,在企业实践应时实施企业班组化管理模式，根据不同专业的特点，1个师傅可带2～5个徒弟，组成学习小组，确保学生熟练掌握每个轮训岗位所需的技能。,124,80,0.000000
238,wmttest2022.zh-en.xml,ecommerce_zh_suning.com_26206513,20,xin yu mai jia ， zi xi jian cha zheng ji wai guan ， suo you jie kou ， wu fan xin huo shi yong guo de hen ji ， di que shi quan xin mei ban ji ， pei zhi gen ye mian yi yang 。,信誉卖家，仔细检查整机外观，所有接口，无翻新或使用过的痕迹，的确是全新美版机，配置跟页面一样。,新鱼买家，仔细检查正机外观，所有接口，无反新货使用过的痕迹，底确是全新没板机，配置根也面一样。,99,56,0.000000
239,newstest2018.zh-en.xml,brisbanetimes.com.au.181614,26,gen ju dian shi ming xing ai di ? mai kui er  (Eddie McGuire)  zhi jiao  2015  nian chu ban de zhuan ji suo zai ， jin guan ke lin shi qian AFL ju le bu de dong shi hui cheng yuan ， dan ta yi zhi bao chi di diao 。,根据电视明星艾迪?麦奎尔 (Eddie McGuire) 至交 2015 年出版的传记所载，尽管科林是前AFL俱乐部的董事会成员，但他一直保持低调。,根据电视名星艾迪·麦奎尔（Eddie McGuire）之教，2015年出版的专籍所载，尽管克林是前AFL俱乐部的董事会成员，但他一直保持低调。,106,71,0.000000
240,newstest2019.zh-en.xml,chinanews.com.1651,4,mu de lan te jie shi dao  ： “  zhe yang de qing kuang xia ， shui ye bu zhi dao zhen feng shen me shi hou yi he zhong feng li gua xiang sai chuan 。,姆德兰特解释道 ： “ 这样的情况下，谁也不知道阵风什么时候以何种风力刮向赛船。,"穆德兰特解释道：""这样的情况下，谁也不知道真风什么时候一合众风里刮向塞川。",86,45,0.000000
241,newstest2018.zh-en.xml,scotsman.104225,5,zai qi ji du tong huo peng zhang bao gao zhong ， ying ge lan yin hang jiang  2017  nian he  2018  nian de zeng zhang yu ce fen bie suo zhi  1.7%  he  1.6%， bing fa chu jing gao cheng jia ting shou ru jin suo jiang hui chi xu ， tong shi tong huo peng zhang jiang yu qiu ji bao zhang zhi jin  3%。,在其季度通货膨胀报告中，英格兰银行将 2017 年和 2018 年的增长预测分别缩至 1.7% 和 1.6%，并发出警告称家庭收入紧缩将会持续，同时通货膨胀将于秋季暴涨至近 3%。,在其季度通货膨胀报告中，英格兰银行将2017年和2018年的增长预测分别所指1.7%和1.6%，并发出警告称家庭收入紧缩将会持续，同时通货膨胀将与秋季保障之间3%。,149,91,0.000000
242,wmttest2023.zh-en.xml,wdr-0,37,tong yang ， zai ge guo nei bu ， she hui fu yu jie ceng de xi du liu xing lv jiao gao 。,同样，在各国内部，社会富裕阶层的吸毒流行率较高。,同样，在各国内部，社会富裕阶层的吸毒流行率较高。,65,32,0.000000
243,newstest2018.zh-en.xml,alibaba_web_data_20180124,222,he ma xian sheng CEO hou yi 10 ri zai di er jie xin ling shou feng hui shang tou lu le 2018 nian de “ xin da fa ”。,盒马鲜生CEO侯毅10日在第二届新零售峰会上透露了2018年的“新打法”。,"何马先生CEO候一10日在第二届新零售峰会上透露了2018年的""新大法""。",77,37,0.000000
244,newstest2020.zh-en.xml,xinhua-zh-01.6415,3,jing guo jia you guan bu men pi zhun ， you yuan tian jin shi min su bo wu guan （ tian hou gong ） guan zhang cai zhang kui cong 1991 nian zhi 1994 nian hui zhi er cheng 。,经国家有关部门批准，由原天津市民俗博物馆（天后宫）馆长蔡长奎从1991年至1994年绘制而成。,经过国家有关部门批准，由原天津市民俗博物馆（天后宫）馆长蔡章魁从1991年至1994年回资二成。,98,55,0.000000
245,newstest2018.zh-en.xml,003_8425642,22,wo men dang fan fu bai bu shi kan ren xia cai de “ shi li dian ”， bu shi zheng quan duo li de “ zhi pai wu ”， ye bu shi you tou wu wei de “ lan wei lou ”。,我们党反腐败不是看人下菜的“势利店”，不是争权夺利的“纸牌屋”，也不是有头无尾的“烂尾楼”。,"我们当反腐败不是看人下菜的""实力店""，不是政权多立的""支派务""，也不是有头无尾的""烂尾楼""。",84,56,0.000000
246,newstest2019.zh-en.xml,reuters-zh.181,4,qie jing wai tou zi zhe yong yu zhi jie tou zi de li run yi xian jin xing shi zhi fu de ， xiang guan kuan xiang cong li run fen pei qi ye de zhang hu zhi jie zhuan ru bei tou zi qi ye huo gu quan zhuan rang fang zhang hu ， zai zhi jie tou zi qian bu de zai jing nei wai qi ta zhang hu zhou zhuan ； jing wai tou zi zhe yong yu zhi jie tou zi de li run yi shi wu 、 you jia zheng quan deng fei xian jin xing shi zhi fu de ， xiang guan zi chan suo you quan zhi jie cong li run fen pei qi ye zhuan ru bei tou zi qi ye huo gu quan zhuan rang fang ， zai zhi jie tou zi qian bu de you qi ta qi ye 、 ge ren dai wei chi you huo lin shi chi you 。,且境外投资者用于直接投资的利润以现金形式支付的，相关款项从利润分配企业的账户直接转入被投资企业或股权转让方账户，在直接投资前不得在境内外其他账户周转；境外投资者用于直接投资的利润以实物、有价证券等非现金形式支付的，相关资产所有权直接从利润分配企业转入被投资企业或股权转让方，在直接投资前不得由其他企业、个人代为持有或临时持有。,且境外投资者用于直接投资的利润以现金形式支付的，相关款项从利润分配企业的账户直接转入被投资企业或股权转让方账户，在直接投资前不得在境内外其他账户周转；境外投资者用于直接投资的利润以实物、有价证券等非现金形式支付的，相关资产所有权直接从利润分配企业转入被投资企业或股权转让方，在直接投资前不得由其他企业、个人代为持有或临时持有。,273,167,0.000000
247,newsdev2017.zh-en.xml,telegraph.294748,9,ta he wo de ren wu shi zai ke luo di ya bei bu de da er ma ti ya hai an he dao yu jin xing wei qi yi zhou de “ hao hua ” you lun he zi xing che xun you ， zu zhi fang wei Freedom Treks。,她和我的任务是在克罗地亚北部的达尔马提亚海岸和岛屿进行为期一周的“豪华”游轮和自行车巡游，组织方为Freedom Treks。,"他和我的任务是在克罗地亚北部的达尔马蒂亚海岸和岛屿进行为期一周的""豪华""游轮和自行车巡游，组织方为Freedom Treks。",95,70,0.000000
248,newstest2017.zh-en.xml,independent.142390,16,zhe dui wo lai shuo shi yi zhong ji li 。,这对我来说是一种激励。,这对我来说是一种激励。,45,15,0.000000
249,wmttest2022.zh-en.xml,ecommerce_zh_taobao.com_55736665,4,A2 xi lie xiang guan bao bei ru xia ：,A2系列相关宝贝如下：,A2系列相关宝贝如下：,46,16,0.000000
250,newstest2017.zh-en.xml,dailymail.co.uk.170677,16,duo da 300 zhang xuan piao cun zai yi dian ， ke neng shi xuan min jia mao ta ren tou piao de 。,多达300张选票存在疑点，可能是选民假冒他人投票的。,多大300张选票存在一点，可能是选民冒冒他人投票的。,69,30,0.000000
251,newstest2019.zh-en.xml,chinanews.com.1638,14,shi shi xiang cun zhen xing zhan lve ， cu jin nong ye gong ji ce gai ge ， shi lv liang zuo wei lian pian te kun di qu de fu pin shou duan 。,实施乡村振兴战略，促进农业供给侧改革，是吕梁作为连片特困地区的扶贫手段。,十市乡村镇行站略，促进农业共机策改革，是吕梁作为连片特困地区的扶贫手段。,84,46,0.000000
252,newstest2018.zh-en.xml,alibaba_web_data_20180124,20,chun gao 、 yan ying 、 xiang shui deng bu fen hua zhuang pin jin kou guan shui you 10％ jiang zhi 5％；,唇膏、眼影、香水等部分化妆品进口关税由10％降至5％；,春膏、眼影、香水等部分化妆品进口关税由10％降至5％；,77,33,0.000000
253,wmttest2023.zh-en.xml,home_improvement-3-zh_0836623-60,1,mei you xiang xiang de na me hao,没有想象的那么好,没有想象得那么好,40,12,0.000000
254,newstest2021.zh-en.xml,xinhua-zh-01.120463,2,xin hua she he fei 7 yue 26 ri dian   ti ： she xiao jia wei da jia  — —  an hui he fei jiang kou he lian wei qun zhong zhuan yi zhi ji,新华社合肥7月26日电 题：舍小家为大家 — — 安徽合肥蒋口河联圩群众转移直击,新华社合肥7月26日电   题：社校家为大家  ——  安徽合肥将口河联为群众转移之际,88,45,0.000000
255,newstest2018.zh-en.xml,sogou_web_data_20180206,203,2016 nian zai 7.31 yi zhong guo wang min dang zhong you 95% dou neng tong guo zhi neng shou ji shang wang ， qi zhong chao guo 4.7 yi neng gou tong guo yi dong she bei zai xian zhi fu 。,2016年在7.31亿中国网民当中有95%都能通过智能手机上网，其中超过4.7亿能够通过移动设备在线支付。,2016年在7.31亿中国网民当中有95%都能通过智能手机上网，其中超过4.7亿能够通过移动设备在线支付。,110,55,0.000000
256,newstest2018.zh-en.xml,latimes.231840,14,wo xiang dao le zhou liu ， wo men jiu hui you geng duo shi jian ， zhen de hen bang 。”,我想到了周六，我们就会有更多时间，真的很棒。”,我想到了周六，我们就会有更多时间，真的很棒。,60,27,0.000000
257,wmttest2022.zh-en.xml,ecommerce_zh_suning.com_34839070,12,ke fu ye fei chang hao 。,客服也非常好。,克服也非常好。,39,11,0.000000
258,newstest2020.zh-en.xml,chinanews.com.102616,8,70 nian lai ， zhong guo mei you zhu dong tiao qi guo ren he yi chang zhan zheng he chong tu ， mei you qin zhan guo bie guo yi cun tu di 。,70年来，中国没有主动挑起过任何一场战争和冲突，没有侵占过别国一寸土地。,70年来，中国没有主动挑起过任何一场战争和冲突，没有侵占过别国一寸土地。,84,43,0.000000
259,newstest2020.zh-en.xml,chinanews.com.102797,3,you yu bei gao ren jia ting pin kun ， jian cha ji guan qi yong ti dai xing lao dong bu chang sheng tai xiu fu fei yong ， shi xian le fa lv xiao guo he she hui xiao guo de you ji tong yi 。,由于被告人家庭贫困，检察机关启用替代性劳动补偿生态修复费用，实现了法律效果和社会效果的有机统一。,由于被告人家庭贫困，检察机关积极争取代性劳动补偿生态修复费用，实现了法律效果和社会效果的有机统一。,101,57,0.000000
260,wmttest2022.zh-en.xml,ecommerce_zh_dangdang.com_137114671,9,zhong guo gu dong pai mai jing hua : ci qi ying wen ban 【 zheng ban shu ji   shan dian fa huo 】,中国古董拍卖精华:瓷器英文版【正版书籍 闪电发货】,中国古董拍卖精华：瓷器英文版【正版书籍   闪电发货】,69,35,0.000000
261,newstest2019.zh-en.xml,chinanews.com.9930,12,zai zhe yang de shi dai bei jing xia ， huang pu jiang pan de ci ci sheng hui ， ti xian le zhong guo dui zi you mao yi de han wei ， rang shi jie kan dao kai fang shi chang 、 gong xiang wei lai de zhong guo zi xin he zhong guo dan dang 。,在这样的时代背景下，黄浦江畔的此次盛会，体现了中国对自由贸易的捍卫，让世界看到开放市场、共享未来的中国自信和中国担当。,在这样的时代背景下，黄浦江畔的次次盛会，体现了中国对自由贸易的捍卫，让世界看到开放市场、共享未来的中国自信和中国担当。,116,70,0.000000
262,newstest2018.zh-en.xml,msnbc.53731,18,jing fang cheng dang shi qing kuang fei chang ke pa 。,警方称当时情况非常可怕。,警方称当时情况非常可怕。,49,17,0.000000
263,newstest2019.zh-en.xml,chinanews.com.1528,5,zuo ri ， sui ning shi he dong xin qu guan wei hui guan fang wei bo fa bu qing kuang tong bao cheng ， jing cha ， sui zhou wai guo yu xiao xue xiao jiao shi luo XX ti fa xue sheng qing kuang shu shi 。,昨日，遂宁市河东新区管委会官方微博发布情况通报称，经查，遂州外国语小学校教师罗XX体罚学生情况属实。,昨日，遂宁市河东新区管委会官方微博发布情况通报称，警察、遂州外国语小学校教师落XX提发学生情况属实。,106,57,0.000000
264,wmttest2023.zh-en.xml,chinese.dw.com.9579,50,di zhen yin fa le lang gao gao du da 15 dao 30 mi de ju da hai xiao 。,地震引发了浪高高度达15到30米的巨大海啸。,地震引发了浪高高度达15到30米的巨大海啸。,59,27,0.000000
265,newstest2018.zh-en.xml,cctv_news_1217,455,yi fang mian tong guo wen ming ti shi chang dao jie yue ， ling yi fang mian ye zai jin xing ji shu chuang xin 。,一方面通过文明提示倡导节约，另一方面也在进行技术创新。,一方面通过文明提示倡导节约，另一方面也在进行技术创新。,74,32,0.000000
266,newstest2020.zh-en.xml,xinhua-zh-01.6207,8,yi lang zong tong ha sang · lu ha ni 24 ri gao su mei ti ji zhe ， yi lang yuan yi tao lun yi he xie yi “ xiao fu gai dong 、 bu chong huo xiu zheng  ” ，  qian ti shi mei guo jie chu zhi cai 。,伊朗总统哈桑·鲁哈尼24日告诉媒体记者，伊朗愿意讨论伊核协议“小幅改动、补充或修正 ” ， 前提是美国解除制裁。,"伊朗总统哈桑·鲁哈尼24日告诉美媒记者，伊朗愿意讨论伊核协议""小幅盖东、补充或修正""，前提是美国解除制裁。",108,74,0.000000
267,newstest2017.zh-en.xml,upi.103575,5,wo zai zheng ge xia ji ren zhen si kao le gai ru he gai jin zhe zhi qiu dui ， shi qi ju bei geng shang yi ceng lou de shi li 。,我在整个夏季认真思考了该如何改进这支球队，使其具备更上一层楼的实力。,我在整个夏季认真思考了该如何改进这支球队，使其具备更上一层楼的实力。,79,40,0.000000
268,newsdev2017.zh-en.xml,nytimes.69757,3,wu ke lan yu yi fou ren ， mei guo he ou meng ze biao shi e luo si mei you ti gong ren he zheng ju 。,乌克兰予以否认，美国和欧盟则表示俄罗斯没有提供任何证据。,乌克兰与一否认，美国和欧盟则表示俄罗斯没有提供任何证据。,67,39,0.000000
269,newstest2018.zh-en.xml,cctv_news_1217,158,xia mian qing kan lian bo kuai xun 。,下面请看联播快讯。,下面请看联播快讯。,45,14,0.000000
270,newstest2017.zh-en.xml,upi.103652,12,zui xin de zi zhuan su du shu ju ji biao ming zhi liang jiao da de heng xing de zi zhuan su du man yu zhi liang jiao xiao de heng xing 。,最新的自转速度数据集表明质量较大的恒星的自转速度慢于质量较小的恒星。,最新的资转速度数据极表明质量较大的横行的资转速度慢于质量较小的横行。,81,39,0.000000
271,newstest2017.zh-en.xml,bbc.242436,20,shang wu cong de zhi 。,尚无从得知。,尚武从德知。,39,11,0.000000
272,wmttest2023.zh-en.xml,chinese.dw.com.9579,30,zhe yi tian mei guo a la si jia fa sheng bei mei zhou li shi shang zui da de di zhen ， ju zhen ji da dao 9.2。,这一天美国阿拉斯加发生北美洲历史上最大的地震，矩震级达到9.2。,这一天美国阿拉斯加发生北美洲历史上最大的地震，据震级达到9.2。,72,40,0.000000
273,wmttest2022.zh-en.xml,xinhua-zh-01.104255,1,bu yao ba ren xia dao zai qi pao xian - xin hua wang,不要把人吓倒在起跑线-新华网,不要把人吓到在气跑贤-新华网,51,21,0.000000
274,wmttest2023.zh-en.xml,sports-5-zh_0041815-69,2,xiong wei 99， shen gao 184， ti zhong 84 gong jin ， gou mai qian zi xun le ke fu bei gao zhi ying gai mai xxl de ， ran hou kan le ping lun guo duan ru shou L de ， shou huo hou fa xian da xiao zheng hao ， cha dian jiu bei keng le 。,胸围99，身高184，体重84公斤，购买前咨询了客服被告知应该买xxl的，然后看了评论果断入手L的，收货后发现大小正好，差点就被坑了。,胸围99，身高184，体重84公斤，购买前咨询了客服被告知应该买XXL的，然后看了评论过段儿手L的，收货后发现大小正好，差点就被坑了。,128,71,0.000000
275,newsdev2017.zh-en.xml,nytimes.69759,23,bu guo ， you yu xian zai mei you geng duo zi jin ， zhou si you guan yuan biao shi gai yan jiu hui zhong tu er zhi 。,不过，由于现在没有更多资金，周四有官员表示该研究会中途而止。,不过，由于现在没有更多资金，周思有关员表示该研究会中途而止。,72,34,0.000000
276,wmttest2023.zh-en.xml,wdr-0,5,zai xu duo guo jia ， zhe yi ji bing ji shi yi liao fu wu ji gou qiong yu ying fu ， ji jin beng kui ， ge guo zheng fu shi shi de xian zhi cuo shi yi zai quan qiu jing ji zhong zao cheng le yan zhong wen luan 。,在许多国家，这一疾病己使医疗服务机构穷于应付，几近崩溃，各国政府实施的限制措施已在全球经济中造成了严重紊乱。,在许多国家，这一疾病既是医疗服务机构穷于应付，几近崩溃，各国政府时时的限制措施已在全球经济中造成了严重混乱。,112,64,0.000000
277,newstest2020.zh-en.xml,xinhua-zh-01.6415,6,wei le bao hu 、 qiang jiu ma zu shi ji bi hua ， tian jin shi nan kai qu gu wen hua jie guan wei hui he tian hou gong qi dong le dui tian hou gong da dian ji dian nei bi hua xiu fu gong cheng 。,为了保护、抢救妈祖事迹壁画，天津市南开区古文化街管委会和天后宫启动了对天后宫大殿及殿内壁画修复工程。,为了保护、抢救马祖实迹壁画，天津市南开区古文化街管委会和天后宫启动了对天后宫大殿及殿内壁画修复工程。,106,63,0.000000
278,newstest2018.zh-en.xml,cctv_news_1217,209,di er ， jia kuai fa zhan zhan lve dui jie he zuo 。,第二，加快发展战略对接合作。,第二，加快发展战略对接合作。,53,18,0.000000
279,newstest2018.zh-en.xml,cctv_news_1117,233,cu jin sheng tai huan jing zheng ti gai shan ； yao ba fang zhi gu ti fei wu wu ran zuo wei shi xian lv se fa zhan de you li zhua shou ， cu jin xing cheng jie yue zi yuan he bao hu huan jing de kong jian ge ju 、 chan ye jie gou 、 sheng chan fang shi 、 sheng huo fang shi,促进生态环境整体改善；要把防治固体废物污染作为实现绿色发展的有力抓手，促进形成节约资源和保护环境的空间格局、产业结构、生产方式、生活方式,促进生态环境整体改善；要把防止固体废物污染作为实现绿色发展的有力抓手，促进形成节约资源和保护环境的空间格局、产业结构、生产方式、生活方式,137,74,0.000000
280,newstest2018.zh-en.xml,washpost.116881,3,mei guo ren dou ai hua sheng dun ， dan bu jiu zhi hou ， ge da bao zhi jiu kai shi meng lie peng ji ta de yi qie ， cong guo nei zheng ce dao zheng zhi yuan ze ， yi ge dou bu fang guo 。,美国人都爱华盛顿，但不久之后，各大报纸就开始猛烈抨击他的一切，从国内政策到政治原则，一个都不放过。,美国人都爱华盛顿，但不久之后，各大报纸就开始猛烈抨击他的一切，从国内政策到政治原则，一个都不放过。,106,60,0.000000
281,newsdev2017.zh-en.xml,brisbanetimes.com.au.130333,11,wo men zhi li yu ao lin pi ke jing shen bing zhi chi wo men yin du de xuan shou 。,我们致力于奥林匹克精神并支持我们印度的选手。,我们致力于奥林匹克精神并支持我们印度的运手。,60,28,0.000000
282,newstest2017.zh-en.xml,bbc.242436,10,huo ren ming hou ， ta dui pu jing xian sheng shuo ：“ xie xie nin de xin ren 。”,获任命后，他对普京先生说：“谢谢您的信任。”,"活人名后，他对普京先生说：""谢谢您的信任。""",67,27,0.000000
283,newsdev2017.zh-en.xml,ifeng0812.news.49768087_0,9,dui ci ， yang xian sheng gan xie min jing ji shi zhao dao zi ji de mu qin ， zai que ding lao ren shen ti wu yang hou ， jiang lao ren jie hui le jia 。,对此，杨先生感谢民警及时找到自己的母亲，在确定老人身体无恙后，将老人接回了家。,对此，杨先生感谢民警及时找到自己的母亲，在确定老人身体无恙后，将老人接回了家。,89,47,0.000000
284,newstest2020.zh-en.xml,xinhua-zh-01.6285,19,dan ru guo ba yuan yan na diao ， shou guang de chun gong ye chan zhi jin sheng 1.19 yi yuan ， pai zai dao shu di san 。,但如果把原盐拿掉，寿光的纯工业产值仅剩1.19亿元，排在倒数第三。,但如果把远烟那掉，首光的纯工业产值仅升1.19亿元，排在倒数第三。,76,42,0.000000
285,newstest2019.zh-en.xml,chinanews.com.1312,11,zai li qing zheng ge shi shi jing guo hou ， quan zhou shi lv xie mei you shun shui tui zhou ， er shi ding zhu ya li zuo chu le bu yu chu fa de jue ding 。,在厘清整个事实经过后，泉州市律协没有顺水推舟，而是顶住压力做出了不予处罚的决定。,在里清整个事实经过后，泉州市旅协没有顺水推舟，而是定住压力做出了不予出发的决定。,88,48,0.000000
286,newstest2018.zh-en.xml,cctv_news_1117,133,wo men dang de ling dao xia ， ri zi hui yue lai yue hao 。,我们党的领导下，日子会越来越好。,我们党的领导下，日子会越来越好。,53,20,0.000000
287,newstest2021.zh-en.xml,chinanews.com.229776,10,tu wei feng nong xian chang zhan shi feng chan pin 。,图为蜂农现场展示蜂产品。,土围丰农鲜场展示风产品。,45,19,0.000000
288,newstest2018.zh-en.xml,cctv_news_1217,326,fu lin de ren zui he you guan ta de zhi kong chu le ta ge ren yi wai bu she ji ren he qi ta ren 。,弗林的认罪和有关他的指控除了他个人以外不涉及任何其他人。,浮林的人最和有关他的知空处了他个人以外不涉及人和其他人。,66,34,0.000000
289,newstest2020.zh-en.xml,xinhua-zh-01.6307,6,ci wai ， wen hua he lv you bu zu zhi shi shi de “ guo jia zhu ti xing mei shu chuang zuo ” gang gang wan cheng de 130 yu jian xian shi ti cai xin zuo ye shou ci ji zhong zhan xian 。,此外，文化和旅游部组织实施的“国家主题性美术创作”刚刚完成的130余件现实题材新作也首次集中展现。,"此外，文化和旅游部主办的""国家主体性美术创作""刚刚完成的130余件现实题材新作业首次集中展现。",103,52,0.000000
290,wmttest2022.zh-en.xml,xinhua-zh-01.104266,17,ci wai ， guai mai er tong de yu fang ， cong jia ting dao she hui ， dou hai ke yi zuo de geng hao 。,此外，拐卖儿童的预防，从家庭到社会，都还可以做得更好。,此外，怪麦儿童的预防，从家庭到社会，都还可以做得更好。,71,35,0.000000
291,wmttest2022.zh-en.xml,ecommerce_zh_jd.com_199854853,9,3、 ou shi man OSM hua zhuang pin tao zhuang   ying yang mei fu jing cai wu xia bu shui bao shi jie shui ru hu fu pin li he nv （ xi mian nai + shuang fu shui + yan shuang + ru ye + mian shuang ）,3、欧诗漫OSM化妆品套装 营养美肤晶彩无暇补水保湿洁水乳护肤品礼盒女（洗面奶+爽肤水+眼霜+乳液+面霜）,欧诗漫OSM花妆品套装 盈养美肤精彩五夏布水宝石洁水入护肤品理合女（西面奶+双服水+眼双+乳液+面双）,109,68,0.000000
292,wmttest2023.zh-en.xml,GCC-0,6,"miao shu  (DESCRIPTION) C  he  C++  bian yi qi shi ji cheng de . ta men dou yao yong si ge bu zhou zhong de yi ge huo duo ge chu li shu ru wen jian :  yu chu li (preprocessing), Hii(compilation), (assembly) MERE (linking) .","描述 (DESCRIPTION) C 和 C++ 编译器是集成的.他们都要用四个步骤中的一个或多个处理输入文件: 预处理(preprocessing), Hii(compilation), (assembly) MERE (linking) .",描述(DESCRIPTION)C和C++编译器实际集成的。它们都要用四个步骤中的一个或多个处理输入文件：预处理(preprocessing)、汇编(compilation)、(assembly)汇编(linking)。,108,71,0.000000
293,newstest2019.zh-en.xml,reuters-zh.181,6,wei gu li jing wai tou zi zhe chi xu zai zhong guo tou zi jing ying ， zhong guo cai zheng bu he shang wu bu deng si bu wei zai 2017 nian di lian he fa bu tong zhi ， zi 2017 nian 1 yue 1 ri qi ， dui jing wai tou zi zhe cong zhong guo jing nei ju min qi ye fen pei de li run ， zhi jie tou zi yu gu li lei tou zi xiang mu ， fan fu he gui ding tiao jian de ， shi xing di yan na shui zheng ce ， zan bu zheng shou yu ti suo de shui 。,为鼓励境外投资者持续在中国投资经营，中国财政部和商务部等四部委在2017年底联合发布通知，自2017年1月1日起，对境外投资者从中国境内居民企业分配的利润，直接投资于鼓励类投资项目，凡符合规定条件的，实行递延纳税政策，暂不征收预提所得税。,为鼓励境外投资者持续在中国投资经营，中国财政部和商务部等四部委在2017年底联合发布通知，自2017年1月1日起，对境外投资者从中国境内居民企业分配的利润，直接投资于股利类投资项目，凡符合规定条件的，实行递延纳税政策，暂不征收予提所得税。,211,124,0.000000
294,newstest2021.zh-en.xml,xinhua-zh-01.120297,6,zhao yang da yue cheng mei chen fu ze ren ge ping tan yan ：“ wo men xuan ze jiang zou xiang ‘ yun duan ’ de bi ye zhan zai du dai hui xian xia kong jian ， ye xi wang rang geng duo ren kan dao qing nian dui zi shen de tan suo he dui shi jie de li jie ， fang da yi shu dui yu she hui he xin ling de liao yu li liang 。”,朝阳大悦城美陈负责人葛平坦言：“我们选择将走向‘云端’的毕业展再度带回线下空间，也希望让更多人看到青年对自身的探索和对世界的理解，放大艺术对于社会和心灵的疗愈力量。”,"赵阳大乐城美晨负责人葛平坦言：""我们选择将走向'云端'的毕业展站在度带会现下空间，也希望让更多人看到青年对自身的探索和对世界的理解，放大艺术对于社会和心灵的疗愈力量。""",145,98,0.000000
295,newsdev2017.zh-en.xml,smh.com.au.191440,33,ta men zhi guan zhu qi zong jiao de “ chuan tong zuo fa ” er bu zi wen zhe yang yi ge guan jian wen ti ：“ bi xu shen me bian ge cai neng shi zong jiao bao chi xing sheng ？” ta men de feng xian zai yu shu yuan le 50% de qun zhong 。,他们只关注其宗教的“传统做法”而不自问这样一个关键问题：“必需什么变革才能使宗教保持兴盛？”他们的风险在于疏远了50%的群众。,"他们只关注其宗教的""传统做法""而不自问这样一个关键问题：""必须什么变革才能使宗教保持兴盛？""他们的风险在于失院了50%的群众。",122,69,0.000000
296,wmttest2022.zh-en.xml,en_zh-TW_CLIENT-05_2020-12-20-235_doc05,1,cong  7  dian duo deng dao xian zai,从 7 点多等到现在,从7点多等到现在,44,12,0.000000
297,newstest2019.zh-en.xml,chinanews.com.9951,1,di wu jie shi jie hu lian wang da hui jiang yu 11 yue 7 ri zhi 9 ri zai zhe jiang wu zhen ju xing ， shi jie hu lian wang ji jiang zai ci jin ru “ wu zhen shi jian  ” 。,第五届世界互联网大会将于11月7日至9日在浙江乌镇举行，世界互联网即将再次进入“乌镇时间 ” 。,"第五届世界互联网大会将于11月7日至9日在浙江乌镇举行，世界互联网纪将在此进入""乌镇时间""。",100,55,0.000000
298,newstest2018.zh-en.xml,cctv_news_1217,255,da hui zhu xi tuan chang wu zhu xi wan gang,大会主席团常务主席万钢,大会主席团长武主席万钢,43,16,0.000000
299,wmttest2022.zh-en.xml,xinhua-zh-01.103991,14,“ wo men yu gui zhou dang di jing fang qu de lian xi ， liao jie dao gai nv hai shi zai wei jie jie bai xue bing zhi liao mu juan  。 ”,“我们与贵州当地警方取得联系，了解到该女孩是在为姐姐白血病治疗募捐 。 ”,我们与贵州当地警方取得联系，了解到该女孩是在为姐姐拜学病治疗募捐。,83,44,0.000000
300,wmttest2023.zh-en.xml,chinese.dw.com.9571,17,（ lu tou she deng ）,（路透社等）,（陆头舍灯）,39,12,0.000000
301,newstest2018.zh-en.xml,sogou_web_data_20180206,102,xiang guan shu ju xian shi ， quan qiu hang tian chan ye mei nian dou zai yi 6% dao 7% kuai su zeng zhang ，2020 nian wo guo hang tian shi chang gui mo jiang da 8000 yi yuan 。,相关数据显示，全球航天产业每年都在以6%到7%快速增长，2020年我国航天市场规模将达8000亿元。,相关数据显示，全球航天产业每年都在以6%到7%快速增长，2020年我国航天市场规模将达8000亿元。,98,51,0.000000
302,newstest2018.zh-en.xml,cctv_news_1217,574,li ke qiang qiang diao ， zhong jia tong wei ya tai di qu zhong yao guo jia he shi jie mao yi da guo ， zai tui jin mao yi tou zi zi you hua bian li hua wen ti shang fa chu ji ji xin hao fu he shuang fang gong tong li yi 。,李克强强调，中加同为亚太地区重要国家和世界贸易大国，在推进贸易投资自由化便利化问题上发出积极信号符合双方共同利益。,李克强强调，中日同为亚太地区重要国家和世界贸易大国，在推进贸易投资自由化便利化问题上发出积极信号符合双方共同利益。,118,64,0.000000
