index,dataset,doc_id,seg_id,source_text,reference_english,translated_text,input_tokens,output_tokens,cost
248,newstest2017.zh-en.xml,independent.142390,16,zhe dui wo lai shuo shi yi zhong ji li 。,It was an incentive.,This is a kind of encouragement for me.,29,9,0.000000
249,wmttest2022.zh-en.xml,ecommerce_zh_taobao.com_55736665,4,A2 xi lie xiang guan bao bei ru xia ：,A2 series products are as below:,A2 series related items are as follows:,29,9,0.000000
250,newstest2017.zh-en.xml,dailymail.co.uk.170677,16,duo da 300 zhang xuan piao cun zai yi dian ， ke neng shi xuan min jia mao ta ren tou piao de 。,"Up to 300 votes were dubious or the result of personation, where a person votes while posing as someone else.","The 300 extra absentee ballots might be fraudulent, possibly because voters impersonated others to cast them.",53,22,0.000000
251,newstest2019.zh-en.xml,chinanews.com.1638,14,shi shi xiang cun zhen xing zhan lve ， cu jin nong ye gong ji ce gai ge ， shi lv liang zuo wei lian pian te kun di qu de fu pin shou duan 。,"As the contiguous poor areas, Luliang implemented the strategy of rural vitalization, and promoted the supply-side reform in agriculture to help alleviate poverty.",Implementing the rural revitalization strategy and promoting agricultural supply-side structural reform are the means for poverty alleviation in Lüliang as a contiguous destitute area.,62,28,0.000000
252,newstest2018.zh-en.xml,alibaba_web_data_20180124,20,chun gao 、 yan ying 、 xiang shui deng bu fen hua zhuang pin jin kou guan shui you 10％ jiang zhi 5％；,"The import tariffs of lipstick, eye shadow, perfume and some other cosmetics fell from 10% to 5%.","Import tariffs on certain cosmetics such as lipstick, eyeshadow, and perfume will be reduced from 10% to 5%.",51,25,0.000000
253,wmttest2023.zh-en.xml,home_improvement-3-zh_0836623-60,1,mei you xiang xiang de na me hao,Not what was anticipated,Not as good as imagined.,26,6,0.000000
254,newstest2021.zh-en.xml,xinhua-zh-01.120463,2,xin hua she he fei 7 yue 26 ri dian   ti ： she xiao jia wei da jia  — —  an hui he fei jiang kou he lian wei qun zhong zhuan yi zhi ji,"Hefei, July 26th, 2020 (Xinhua) Title: Sacrifice Individual Interests for the Greater Good: the Direct Impact on People to be Relocated in Jiangkou River, Hefei City, Anhui Province","Xinhua News Agency, Hefei, July 26 — Headline: Racing against time for the people — Transfer of flood-affected masses in Jiangkou, Hefei, Anhui",68,36,0.000000
255,newstest2018.zh-en.xml,sogou_web_data_20180206,203,2016 nian zai 7.31 yi zhong guo wang min dang zhong you 95% dou neng tong guo zhi neng shou ji shang wang ， qi zhong chao guo 4.7 yi neng gou tong guo yi dong she bei zai xian zhi fu 。,"In 2016, 95% of the 731 million Chinese netizens were able to access the Internet via smart phones, more than 470 million of which could pay online through mobile devices.","In 2016, among the 731 million Chinese netizens, 95% were able to access the internet via smartphones, with over 470 million capable of making online payments through mobile devices.",88,46,0.000000
256,newstest2018.zh-en.xml,latimes.231840,14,wo xiang dao le zhou liu ， wo men jiu hui you geng duo shi jian ， zhen de hen bang 。”,"I think once we get to Saturday and we'll have more time, it will really be great.""","I thought that by Saturday, we would have more time, which is really great.",44,17,0.000000
257,wmttest2022.zh-en.xml,ecommerce_zh_suning.com_34839070,12,ke fu ye fei chang hao 。,The customer service is nice.,Customer service is also very good.,25,7,0.000000
258,newstest2020.zh-en.xml,chinanews.com.102616,8,70 nian lai ， zhong guo mei you zhu dong tiao qi guo ren he yi chang zhan zheng he chong tu ， mei you qin zhan guo bie guo yi cun tu di 。,"Over the past 70 years, China has never provoked any war or conflict, nor invaded any other country.","Over the past 70 years, China has never initiated any war or conflict, nor has it occupied a single inch of another country's territory.",64,31,0.000000
259,newstest2020.zh-en.xml,chinanews.com.102797,3,you yu bei gao ren jia ting pin kun ， jian cha ji guan qi yong ti dai xing lao dong bu chang sheng tai xiu fu fei yong ， shi xian le fa lv xiao guo he she hui xiao guo de you ji tong yi 。,"In consideration of the fact that the defendant’s family was poor, the procuratorate used substitute labor to replace the ecological repair expense, thereby realizing an organic unity between legal and social effect.","Due to the defendant's financial hardship, the procuratorial organ opted for substitute labor to offset ecological restoration costs, achieving an organic unity of legal and social effects.",79,33,0.000000
260,wmttest2022.zh-en.xml,ecommerce_zh_dangdang.com_137114671,9,zhong guo gu dong pai mai jing hua : ci qi ying wen ban 【 zheng ban shu ji   shan dian fa huo 】,"Highlights of Auctioned Chinese Antiques: Porcelain English Edition [Authentic book, fast shipping]","Essence of Chinese Antique Auctions: Porcelain (English Edition) [Authentic Book, Lightning Shipping]",44,20,0.000000
261,newstest2019.zh-en.xml,chinanews.com.9930,12,zai zhe yang de shi dai bei jing xia ， huang pu jiang pan de ci ci sheng hui ， ti xian le zhong guo dui zi you mao yi de han wei ， rang shi jie kan dao kai fang shi chang 、 gong xiang wei lai de zhong guo zi xin he zhong guo dan dang 。,"Under such era background, this grand gathering along the Huangpu River demonstrates China's guard to free trade and shows the world China's confidence and responsibility to open its markets and share its future.","Against the backdrop of such an era, this grand gathering on the banks of the Huangpu River embodies China's commitment to free trade, showcasing to the world the confidence and responsibility of a China that is opening its markets and sharing its future.",85,49,0.000000
262,newstest2018.zh-en.xml,msnbc.53731,18,jing fang cheng dang shi qing kuang fei chang ke pa 。,Police described the scene as very gruesome.,The police stated that the situation at the time was very terrifying.,33,13,0.000000
263,newstest2019.zh-en.xml,chinanews.com.1528,5,zuo ri ， sui ning shi he dong xin qu guan wei hui guan fang wei bo fa bu qing kuang tong bao cheng ， jing cha ， sui zhou wai guo yu xiao xue xiao jiao shi luo XX ti fa xue sheng qing kuang shu shi 。,"Suining Hedong New Area Administration Committee's official micro-blog made an announcement yesterday saying that it was true upon investigation that Luo XX, a teacher from Suizhou Foreign Language Elementary School, administered physical punishment on a student.","Yesterday, the official Weibo account of the Suining Hedong New District Management Committee issued a situation report stating that, upon investigation, the report of corporal punishment of students by a teacher surnamed Luo at Suizhou Foreign Language School was true.",81,48,0.000000
264,wmttest2023.zh-en.xml,chinese.dw.com.9579,50,di zhen yin fa le lang gao gao du da 15 dao 30 mi de ju da hai xiao 。,The earthquake triggered massive tsunamis with wave heights ranging from 15 to 30 meters.,The earthquake triggered huge tsunamis with waves reaching heights of 15 to 30 meters.,44,21,0.000000
265,newstest2018.zh-en.xml,cctv_news_1217,455,yi fang mian tong guo wen ming ti shi chang dao jie yue ， ling yi fang mian ye zai jin xing ji shu chuang xin 。,"On the one hand, through civilized prompts to promote conservation, on the other hand, they also carry out technological innovation.","On the one hand, civilized tips are used to promote conservation; on the other hand, technological innovation is also being carried out.",50,26,0.000000
266,newstest2020.zh-en.xml,xinhua-zh-01.6207,8,yi lang zong tong ha sang · lu ha ni 24 ri gao su mei ti ji zhe ， yi lang yuan yi tao lun yi he xie yi “ xiao fu gai dong 、 bu chong huo xiu zheng  ” ，  qian ti shi mei guo jie chu zhi cai 。,"Iranian President Hassan Rouhani told media reporters on the 24th that Iran is willing to discuss “small changes, additions or modifications” to the Iran nuclear agreement, provided that the United States lifts the sanctions.","Iranian President Hassan Rouhani told reporters on the 24th that Iran is willing to discuss ""minor changes, additions, or amendments"" to the nuclear deal, provided that the United States lifts sanctions.",83,41,0.000000
267,newstest2017.zh-en.xml,upi.103575,5,wo zai zheng ge xia ji ren zhen si kao le gai ru he gai jin zhe zhi qiu dui ， shi qi ju bei geng shang yi ceng lou de shi li 。,I have thought long and hard over the course of the summer about how I might improve this team to give it the depth it needs and bring it to a higher level.,I spent the entire summer thinking carefully about how to improve this team so that it would have the strength to reach the next level.,57,26,0.000000
268,newsdev2017.zh-en.xml,nytimes.69757,3,wu ke lan yu yi fou ren ， mei guo he ou meng ze biao shi e luo si mei you ti gong ren he zheng ju 。,"Ukraine denies them, and both the United States and the European Union say Russia has provided no evidence.","Ukraine denies it, and the United States and the European Union state that Russia has not provided any evidence.",48,21,0.000000
269,newstest2018.zh-en.xml,cctv_news_1217,158,xia mian qing kan lian bo kuai xun 。,Xinwen Lianbo news bulletins are next.,Please see the news flash below.,30,7,0.000000
270,newstest2017.zh-en.xml,upi.103652,12,zui xin de zi zhuan su du shu ju ji biao ming zhi liang jiao da de heng xing de zi zhuan su du man yu zhi liang jiao xiao de heng xing 。,The latest catalog of spin rates suggests more massive stars spin more slowly than less massive stars.,The latest rotational velocity data shows that more massive stars have slower rotational velocities than less massive stars.,64,19,0.000000
271,newstest2017.zh-en.xml,bbc.242436,20,shang wu cong de zhi 。,No-one knows yet.,Business ethics.,25,3,0.000000
272,wmttest2023.zh-en.xml,chinese.dw.com.9579,30,zhe yi tian mei guo a la si jia fa sheng bei mei zhou li shi shang zui da de di zhen ， ju zhen ji da dao 9.2。,"On this day, the largest earthquake in North American history occurred in Alaska, United States, with a magnitude of 9.2.","On this day, the largest earthquake in North American history occurred in Alaska, USA, reaching a magnitude of 9.2.",59,26,0.000000
273,wmttest2022.zh-en.xml,xinhua-zh-01.104255,1,bu yao ba ren xia dao zai qi pao xian - xin hua wang,Don’t intimidate people at the starting line – Xinhuanet,Don't scare people at the starting line - Xinhuanet,34,14,0.000000
274,wmttest2023.zh-en.xml,sports-5-zh_0041815-69,2,xiong wei 99， shen gao 184， ti zhong 84 gong jin ， gou mai qian zi xun le ke fu bei gao zhi ying gai mai xxl de ， ran hou kan le ping lun guo duan ru shou L de ， shou huo hou fa xian da xiao zheng hao ， cha dian jiu bei keng le 。,"With a bust size of 99, a height of 184, and a weight of 84 kg, I was advised to get a XXL by customer care before making my purchase, however after reading customer evaluations, I chose to purchase an L, after receiving the item, I discovered that the size was perfect, and I was almost tricked.","Chest size 99, height 184, weight 84 kg. I consulted customer service before purchasing and was told I should buy XXL. After reading the reviews, I resolutely bought a size L. After receiving it, I found the size was just right. I almost got scammed.",100,63,0.000000
275,newsdev2017.zh-en.xml,nytimes.69759,23,bu guo ， you yu xian zai mei you geng duo zi jin ， zhou si you guan yuan biao shi gai yan jiu hui zhong tu er zhi 。,"But without more funding now, officials said Thursday, the research would halt in its tracks.","However, due to a lack of further funding, officials stated on Thursday that the study would be discontinued.",53,21,0.000000
276,wmttest2023.zh-en.xml,wdr-0,5,zai xu duo guo jia ， zhe yi ji bing ji shi yi liao fu wu ji gou qiong yu ying fu ， ji jin beng kui ， ge guo zheng fu shi shi de xian zhi cuo shi yi zai quan qiu jing ji zhong zao cheng le yan zhong wen luan 。,"The affliction has disabled wellbeing frameworks in a few countries to the point of collapse, and government confinements have seriously disturbed the world economy.","In many countries, this disease has left medical service institutions struggling to cope, funds on the verge of collapse, and the restrictive measures implemented by governments have repeatedly caused severe chaos in the global economy.",87,39,0.000000
277,newstest2020.zh-en.xml,xinhua-zh-01.6415,6,wei le bao hu 、 qiang jiu ma zu shi ji bi hua ， tian jin shi nan kai qu gu wen hua jie guan wei hui he tian hou gong qi dong le dui tian hou gong da dian ji dian nei bi hua xiu fu gong cheng 。,"In order to protect and restore the mural of Mazu's stories, the Ancient Culture Street Management Committee in Nankai District of Tianjin and Temple of the Queen of Heaven started the restoration of the main hall and murals in the temple.","In order to protect and rescue the Mazu historical murals, the Nankai District Ancient Culture Street Management Committee and the Tianhou Palace of Tianjin have launched a restoration project for the murals inside the main hall and side halls of the Tianhou Palace.",74,50,0.000000
278,newstest2018.zh-en.xml,cctv_news_1217,209,di er ， jia kuai fa zhan zhan lve dui jie he zuo 。,"Second, the development for strategic docking and cooperation must be accelerated.","Second, accelerate the alignment and cooperation of development strategies.",37,11,0.000000
279,newstest2018.zh-en.xml,cctv_news_1117,233,cu jin sheng tai huan jing zheng ti gai shan ； yao ba fang zhi gu ti fei wu wu ran zuo wei shi xian lv se fa zhan de you li zhua shou ， cu jin xing cheng jie yue zi yuan he bao hu huan jing de kong jian ge ju 、 chan ye jie gou 、 sheng chan fang shi 、 sheng huo fang shi,"Promote the overall improvement of ecological environment; we shall take prevention and control of solid waste pollution as a powerful measure of green development for promoting the formation of spatial pattern, industrial structure, mode of production and life style of resource conversation and environmental protection","Promote overall improvement of the ecological environment; take the prevention and control of solid waste pollution as a powerful leverage to achieve green development, and promote the formation of spatial patterns, industrial structures, production methods, and lifestyles that conserve resources and protect the environment.",102,51,0.000000
280,newstest2018.zh-en.xml,washpost.116881,3,mei guo ren dou ai hua sheng dun ， dan bu jiu zhi hou ， ge da bao zhi jiu kai shi meng lie peng ji ta de yi qie ， cong guo nei zheng ce dao zheng zhi yuan ze ， yi ge dou bu fang guo 。,"Americans loved George Washington, but it didn't take long for newspapers to start slamming him on everything from domestic policy to his political principles.","Americans all loved Washington, but before long, major newspapers began fiercely attacking everything about him, from his domestic policies to his political principles; they spared nothing.",78,31,0.000000
281,newsdev2017.zh-en.xml,brisbanetimes.com.au.130333,11,wo men zhi li yu ao lin pi ke jing shen bing zhi chi wo men yin du de xuan shou 。,We are committed to the spirit of Olympics & back our Indian players.,We are committed to the Olympic spirit and support our Indian athletes.,42,13,0.000000
282,newstest2017.zh-en.xml,bbc.242436,10,huo ren ming hou ， ta dui pu jing xian sheng shuo ：“ xie xie nin de xin ren 。”,"On being appointed, he told Mr Putin: ""Thank you for your trust.""","After saving his life, he said to Mr. Putin: ""Thank you for your trust.""",44,19,0.000000
283,newsdev2017.zh-en.xml,ifeng0812.news.49768087_0,9,dui ci ， yang xian sheng gan xie min jing ji shi zhao dao zi ji de mu qin ， zai que ding lao ren shen ti wu yang hou ， jiang lao ren jie hui le jia 。,Mr. Yang thanked the police for their finding his mother in time and then brought her home after confirming that she's fit.,"In response, Mr. Yang thanked the police officers for finding his mother in a timely manner, and after confirming that she was unharmed, he took her back home.",63,33,0.000000
284,newstest2020.zh-en.xml,xinhua-zh-01.6285,19,dan ru guo ba yuan yan na diao ， shou guang de chun gong ye chan zhi jin sheng 1.19 yi yuan ， pai zai dao shu di san 。,"However, if the raw salt was not counted, the pure industrial output value of Shouguang was only 119 million yuan, ranking third from the bottom.","If the production of tobacco and cigarettes is excluded, the pure industrial output of Shouguang would only be 119 million yuan, ranking third from the bottom.",58,34,0.000000
285,newstest2019.zh-en.xml,chinanews.com.1312,11,zai li qing zheng ge shi shi jing guo hou ， quan zhou shi lv xie mei you shun shui tui zhou ， er shi ding zhu ya li zuo chu le bu yu chu fa de jue ding 。,"After clarifying the whole facts, the Quanzhou Lawyers Association did not follow the societal discussion, but resisted the pressure and made a decision not to impose penalties.","After clarifying the entire sequence of events, the Quanzhou Tourism Association did not follow the current or simply push the matter aside, but instead endured the pressure and made the decision not to impose any penalties.",65,41,0.000000
286,newstest2018.zh-en.xml,cctv_news_1117,133,wo men dang de ling dao xia ， ri zi hui yue lai yue hao 。,are feeling that our life has become better and better.,"Under the leadership of our party, life will get better and better.",34,14,0.000000
287,newstest2021.zh-en.xml,chinanews.com.229776,10,tu wei feng nong xian chang zhan shi feng chan pin 。,Image: Beekeepers at the event displaying their products.,Local agriculture and sideline products are displayed at the scene.,31,11,0.000000
288,newstest2018.zh-en.xml,cctv_news_1217,326,fu lin de ren zui he you guan ta de zhi kong chu le ta ge ren yi wai bu she ji ren he qi ta ren 。,that Flynn’s plea and his allegations do not involve anyone other than himself.,The allegations against Fu Lin and those related to him do not involve anyone else besides himself.,47,18,0.000000
289,newstest2020.zh-en.xml,xinhua-zh-01.6307,6,ci wai ， wen hua he lv you bu zu zhi shi shi de “ guo jia zhu ti xing mei shu chuang zuo ” gang gang wan cheng de 130 yu jian xian shi ti cai xin zuo ye shou ci ji zhong zhan xian 。,"Besides, more than 130 new artworks with realistic themes, which were completed for the “National Theme Art Creation” organized by the Ministry of Culture and Tourism, were also shown for the first time.","In addition, more than 130 new works on contemporary themes, just completed under the ""National Thematic Fine Arts Creation"" project organized by the Ministry of Culture and Tourism, are being exhibited together for the first time.",80,46,0.000000
290,wmttest2022.zh-en.xml,xinhua-zh-01.104266,17,ci wai ， guai mai er tong de yu fang ， cong jia ting dao she hui ， dou hai ke yi zuo de geng hao 。,"In addition, we can do better to prevent abduction of children from family to the society.","In addition, the prevention of child abduction can be done better, from the family level to society as a whole.",45,23,0.000000
291,wmttest2022.zh-en.xml,ecommerce_zh_jd.com_199854853,9,3、 ou shi man OSM hua zhuang pin tao zhuang   ying yang mei fu jing cai wu xia bu shui bao shi jie shui ru hu fu pin li he nv （ xi mian nai + shuang fu shui + yan shuang + ru ye + mian shuang ）,"3. OSM cosmetics set, nutrition, skincare, colorful, flawless, hydrating toner and lotion skincare gift box for women (cleaner+lotion+eye cream+lotion+moistruizer)","3. OSM Cosmetics Set, Nourishing and Beautifying Essence, Five-Piece Set, Hydrating and Moisturizing, Skin Care Gift Box for Women (Facial Cleanser + Toner + Eye Cream + Lotion + Face Cream)",74,46,0.000000
292,wmttest2023.zh-en.xml,GCC-0,6,"miao shu  (DESCRIPTION) C  he  C++  bian yi qi shi ji cheng de . ta men dou yao yong si ge bu zhou zhong de yi ge huo duo ge chu li shu ru wen jian :  yu chu li (preprocessing), Hii(compilation), (assembly) MERE (linking) .","Depiction (Portrayal) (Portrayal) Compilers for C and C++ are combined. Both of them perform one or more of the taking after four forms when handling input records: preprocessing (preprocessing), Hii (compilation), (get together), and Insignificant (connecting).","DESCRIPTION: C and C++ compilers are integrated. They all use one or more of the four steps to process input files: preprocessing, compilation, assembly, and linking.",87,34,0.000000
293,newstest2019.zh-en.xml,reuters-zh.181,6,wei gu li jing wai tou zi zhe chi xu zai zhong guo tou zi jing ying ， zhong guo cai zheng bu he shang wu bu deng si bu wei zai 2017 nian di lian he fa bu tong zhi ， zi 2017 nian 1 yue 1 ri qi ， dui jing wai tou zi zhe cong zhong guo jing nei ju min qi ye fen pei de li run ， zhi jie tou zi yu gu li lei tou zi xiang mu ， fan fu he gui ding tiao jian de ， shi xing di yan na shui zheng ce ， zan bu zheng shou yu ti suo de shui 。,"To encourage overseas investors to continue to invest and operate businesses in China, China's Ministry of Finance, Ministry of Commerce and other two ministries and commissions jointly released notices at the end of 2017. Since January 1, 2017, for the profits allocated to overseas investors from the enterprises held by Chinese residents and directly invested to the encouraged investment projects, which met stipulated conditions, a deferred taxation policy was implemented and the withholding income tax would temporarily be exempted.","To encourage foreign investors to continue investing and operating in China, four government departments, including the Ministry of Finance and the Ministry of Commerce, jointly issued a notice at the end of 2017. As of January 1, 2017, for profits distributed to foreign investors by resident enterprises in China that are directly invested in encouraged investment projects, if they meet the specified conditions, a deferred taxation policy will be implemented, and withholding income tax will be temporarily waived.",163,97,0.000000
294,newstest2021.zh-en.xml,xinhua-zh-01.120297,6,zhao yang da yue cheng mei chen fu ze ren ge ping tan yan ：“ wo men xuan ze jiang zou xiang ‘ yun duan ’ de bi ye zhan zai du dai hui xian xia kong jian ， ye xi wang rang geng duo ren kan dao qing nian dui zi shen de tan suo he dui shi jie de li jie ， fang da yi shu dui yu she hui he xin ling de liao yu li liang 。”,"Ge Ping, the person in charge of art display at Chaoyang District Joy City, said “We are bringing the ‘online’ graduation exhibition offline again, and we also hope to make more people see young people’s self-exploration and understanding of the outside world to magnify the healing role of art upon the society and heart. ”","Mei Chen, the person in charge of Zhao Yang Joy City, commented: ""We chose to bring this 'cloud-based' graduation exhibition back to a physical space, hoping to let more people see the youth’s exploration of themselves and their understanding of the world, and to amplify the healing power of art for society and the soul.""",114,69,0.000000
295,newsdev2017.zh-en.xml,smh.com.au.191440,33,ta men zhi guan zhu qi zong jiao de “ chuan tong zuo fa ” er bu zi wen zhe yang yi ge guan jian wen ti ：“ bi xu shen me bian ge cai neng shi zong jiao bao chi xing sheng ？” ta men de feng xian zai yu shu yuan le 50% de qun zhong 。,"By focusing exclusively on ""what is traditional"" for their religion rather than asking the crucial question: ""What change is necessary for religion to thrive?"" they risk alienating 50 per cent of their flock.","They are only concerned with the ""traditional practices"" of their religion, without asking themselves this critical question: ""What changes must be made to keep a religion thriving?"" Their risk lies in alienating 50% of the population.",95,47,0.000000
296,wmttest2022.zh-en.xml,en_zh-TW_CLIENT-05_2020-12-20-235_doc05,1,cong  7  dian duo deng dao xian zai,From 7 o’clock till now.,Waited from a little past 7 o'clock until now.,29,14,0.000000
297,newstest2019.zh-en.xml,chinanews.com.9951,1,di wu jie shi jie hu lian wang da hui jiang yu 11 yue 7 ri zhi 9 ri zai zhe jiang wu zhen ju xing ， shi jie hu lian wang ji jiang zai ci jin ru “ wu zhen shi jian  ” 。,"The fifth World Internet Conference will be held in Wuzhen, Zhejiang from November 7 to 9. The World Internet will enter ""Wuzhen Time"" again.","The 5th World Internet Conference will be held in Wuzhen, Zhejiang from November 7th to 9th, and the world is about to enter the ""Wuzhen Time"" once again.",81,43,0.000000
298,newstest2018.zh-en.xml,cctv_news_1217,255,da hui zhu xi tuan chang wu zhu xi wan gang,"Wan Gang, Executive President of the Presidium of the General Assembly,","Executive Chairman of the Presidium of the Conference, Wan Gang",27,12,0.000000
299,wmttest2022.zh-en.xml,xinhua-zh-01.103991,14,“ wo men yu gui zhou dang di jing fang qu de lian xi ， liao jie dao gai nv hai shi zai wei jie jie bai xue bing zhi liao mu juan  。 ”,“We have contacted the police in Guizhou and understand that the girl was raising donations for her elder sister who suffered from leucocythemia. ”,We have contacted the local police in Guizhou and learned that the girl was raising money for her sister's leukemia treatment.,59,25,0.000000
300,wmttest2023.zh-en.xml,chinese.dw.com.9571,17,（ lu tou she deng ）,(Reuters),(Open-headed snake lamp),23,7,0.000000
301,newstest2018.zh-en.xml,sogou_web_data_20180206,102,xiang guan shu ju xian shi ， quan qiu hang tian chan ye mei nian dou zai yi 6% dao 7% kuai su zeng zhang ，2020 nian wo guo hang tian shi chang gui mo jiang da 8000 yi yuan 。,"Relevant data revealed that the global aerospace industry will grow by a rapid 6% to 7% each year. By 2020, China’s aerospace market will amount to RMB800 billion.","Relevant data shows that the global space industry is growing rapidly at a rate of 6% to 7% annually, and the scale of China's aerospace market is expected to reach 800 billion yuan by 2020.",82,50,0.000000
302,newstest2018.zh-en.xml,cctv_news_1217,574,li ke qiang qiang diao ， zhong jia tong wei ya tai di qu zhong yao guo jia he shi jie mao yi da guo ， zai tui jin mao yi tou zi zi you hua bian li hua wen ti shang fa chu ji ji xin hao fu he shuang fang gong tong li yi 。,"Li Keqiang stressed that both China and Canada are important countries in the Asia-Pacific region and significant trade nations in the world, and the positive signals sent by both countries on promoting the liberalization of trade and investment is in the common interests of both sides.","Li Keqiang emphasized that as important countries in the Asia-Pacific region and major global trading nations, China and Canada sending positive signals on promoting trade and investment liberalization and facilitation is in the common interest of both sides.",84,45,0.000000
303,newstest2017.zh-en.xml,sina0812.eladies.doc-ifxuxnpy9281477,2,ta xing ge wai xiang huo po ， neng yu peng you men hen hao di xiang chu ， dui huan jing de shi ying neng li ye bu cuo 。,"She is outgoing and can get along well with friends. In addition, she can adapts to the environment quite well.","He/She has an extroverted and lively personality, gets along very well with friends, and also has a good ability to adapt to new environments.",56,30,0.000000
304,newstest2018.zh-en.xml,cctv_news_1117,345,shi fa hou jing fang shu san le chao shi nei de ren qun ， bing zai zhou bian di qu jia qiang jie bei 。,"After the incident, the police evacuated the crowd in the supermarket and stepped up their vigilance in the surrounding area.","After the incident, the police evacuated the crowd inside the supermarket and strengthened security in the surrounding areas.",49,20,0.000000
305,wmttest2022.zh-en.xml,xinhua-zh-01.104104,6,zhao pin cheng xu bi xu an zhao gong gao 、 shen bao 、 shen he 、 gong shi 、 pin yong 、 gang qian pei xun ji an pai shang gang deng bu zhou jin xing 。,"The recruitment procedures must be conducted as per the steps of announcement, declaration, audit, publicity, employment, pre-job training and taking up the post.","The recruitment process must be carried out in accordance with the steps of announcement, application, review, public notification, hiring, pre-job training, and scheduling for duty.",64,34,0.000000
306,newstest2017.zh-en.xml,ifeng0812.news.49766158_0,21,“ wo men xian dui ge lei xi ya sao miao ， ran hou she ji 、 zhi zuo chu yi ge shao chang yu ta shang hui sheng yu bu fen de yan chang jia ti ， yong zhan jiao gu ding zai ta de shang hui shang 。”,"""We first scanned Gracia and then designed and produced an extended prosthesis slightly longer than the rest of its beak and fixed on its beak with glue.""","""First, we scan the various types of defects, then design and produce an extension for the parts that fail to meet the upper jaw, and fix it to the upper jaw with adhesive.""",79,38,0.000000
307,newstest2018.zh-en.xml,telegraph.364393,10,nan fei mei you si xing 。,There is no death penalty in South Africa.,There are no private cars in the south.,26,9,0.000000
308,newstest2017.zh-en.xml,ifeng0812.news.49765230_0,12,dan shi zai qi qi meng jiao lian zhang ya jie fan fu zuo gong zuo hou ， zhang bin bin you hui dao le xia men dui 。,"But after the repeated efforts of her enlightening teacher, Zhang Binbin returned to Xiamen team.","However, after repeated efforts by ""Qi Qi Meng"" instructor Zhang Yajie, Zhang Binbin returned to the Xiamen team.",52,26,0.000000
309,newstest2019.zh-en.xml,chinanews.com.1744,4,ben shu you yu 1992 nian fa xian T xi bao yi zhi shou ti PD-1，2013 nian yi ci kai chuang le ai zheng mian yi liao fa ， gong ji ming lie 《Science》 nian du shi da ke xue tu po zhi shou 。,"Tasuku Honjo discover the T cell inhibitor receptor PD-1 in 1992, and he initiated the cancer immunotherapy based on it in 2013. His merits and achievements ranked the first of the Annual Top 10 Scientific Breakthroughs of ""Science"".","Due to the discovery of the T-cell inhibitory receptor PD-1 in 1992, which pioneered cancer immunotherapy in 2013, this book was ranked first among the top ten scientific breakthroughs of the year by *Science*.",88,50,0.000000
310,newstest2020.zh-en.xml,xinhua-zh-01.6586,3,zai huan qiu yin hang jin rong dian xin xie hui (SWIFT)2019 lun dun nian hui shang ， gai ji gou fa bu de ming wei 《 yi lun dun shi jiao dong cha ren min bi 》 de “ ren min bi zhui zong te kan ” xian shi ， cong 2017 nian 7 yue 2019 nian 7 yue ， quan qiu shi yong ren min bi zhi fu de jin rong ji gou shu liang zeng jia 11.31 % ，  shu liang cong 1989 jia zeng zhang dao 2214 jia 。,"From July 2017 to July 2019, the number of financial institutions worldwide using RMB for payment increased by 11.31 percent, from 1,989 to 2,214, according to RMB Tracking Special Issue entitled Insights into the RMB from a London Perspective, released at SWIFT's 2019 annual conference in London.","At the Society for Worldwide Interbank Financial Telecommunication (SWIFT) 2019 London conference, the organization released a ""RMB Tracker"" special report titled ""London Insight into RMB,"" which shows that from July 2017 to July 2019, the number of financial institutions using the RMB for payments globally increased by 11.31%, growing from 1,989 to 2,214.",163,94,0.000000
311,newstest2018.zh-en.xml,cctv_news_1117,316,ma er dai fu zong tong ya ming zai he han zhong biao shi ， zhong gong shi jiu da zuo chu de zhong yao jue ding jiang shi ge xia miao hui de,"Maldivian President Yaming said in his letter of greetings , “the important decisions made at the 19th National Congress of the Communist Party of China will make the ......that you drew......,","Former President of The Gambia, Yahya Jammeh, stated in Banjul that the important decisions made at the 19th National Congress of the Communist Party of China would outline the blueprint for the next decade.",57,43,0.000000
312,newstest2019.zh-en.xml,chinanews.com.1296,6,"qi ci ， zai shi xian ban dao wu he hua de dui hua zhong ， you guan ge fang jiu shi xian ban dao wu he hua de bu zhou he fang shi fen qi you zai , you yu chao mei zhi jian chang qi que fa zheng zhi xin ren  ， “  shui xian shui hou ” de bo yi si wei yi jiu nong hou 。","Secondly, in the dialogue to realize the denuclearization of the peninsula, the parties concerned are still divided on the steps and ways to realize the denuclearization of the peninsula. Due to the long-term lack of political trust between the DPRK and the United States, the game thinking of ""who is first and who is second"" is still strong.","Secondly, in the dialogue on the denuclearization of the Korean Peninsula, disagreements remain regarding the steps and methods for achieving it. Due to the long-standing lack of political trust between North Korea and the United States, the ""who first"" game-theory mentality remains strong.",103,56,0.000000
313,newstest2020.zh-en.xml,un_news-zh.493,15,70 nian lai ， zhong guo ren min shi zhong yu shi jie tong hang 。,"For 70 years, the Chinese people have walked with the world.","Over the past 70 years, the Chinese people have always walked together with the world.",35,19,0.000000
