pinyin,characters,num_characters
xia,"[""㔠"", ""㗇"", ""㘡"", ""㙈"", ""㙤"", ""㰨"", ""㰰"", ""㰺"", ""㽠"", ""䖎"", ""䖖"", ""䘥"", ""䛅"", ""䠍"", ""䪗"", ""䫗"", ""丅"", ""下"", ""乤"", ""侠"", ""俠"", ""傄"", ""匣"", ""吓"", ""嚇"", ""圷"", ""夏"", ""夓"", ""峡"", ""峽"", ""懗"", ""敮"", ""暇"", ""柙"", ""梺"", ""炠"", ""烚"", ""煆"", ""狎"", ""狭"", ""狹"", ""珨"", ""瑕"", ""疜"", ""疨"", ""睱"", ""瞎"", ""硖"", ""硤"", ""碬"", ""磍"", ""祫"", ""筪"", ""縀"", ""縖"", ""罅"", ""翈"", ""舝"", ""舺"", ""蕸"", ""虲"", ""虾"", ""蝦"", ""谺"", ""赮"", ""轄"", ""辖"", ""遐"", ""鍜"", ""鎋"", ""鎼"", ""鏬"", ""閕"", ""閜"", ""陜"", ""陿"", ""霞"", ""颬"", ""騢"", ""魻"", ""鰕"", ""鶷"", ""黠"", ""𠢆"", ""𠩘"", ""𠽫"", ""𡈮"", ""𡏘"", ""𡨄"", ""𡺷"", ""𢈙"", ""𢈤"", ""𢑓"", ""𢗄"", ""𢘉"", ""𢚌"", ""𢝅"", ""𢩹"", ""𢻗"", ""𣢗"", ""𣹱"", ""𤗭"", ""𤙇"", ""𤟝"", ""𤪆"", ""𤪍"", ""𥁆"", ""𥯾"", ""𥰶"", ""𥻴"", ""𦦕"", ""𦵯"", ""𦾏"", ""𧆥"", ""𧇍"", ""𧈄"", ""𧔂"", ""𧕱"", ""𧦎"", ""𧪕"", ""𧪹"", ""𧫒"", ""𧯋"", ""𨩽"", ""𨲑"", ""𨳉"", ""𨻲"", ""𨽯"", ""𩄗"", ""𩉾"", ""𩎲"", ""𩏓"", ""𩐀"", ""𩝛"", ""𩮂"", ""𪄂"", ""𪗾"", ""𪘘"", ""𫚥"", ""𬯅"", ""𲂆""]",141
xian,"[""㔾"", ""㘅"", ""㘋"", ""㛾"", ""㡉"", ""㡾"", ""㢺"", ""㦑"", ""㦓"", ""㧥"", ""㪇"", ""㫫"", ""㬎"", ""㬗"", ""㭠"", ""㭹"", ""㮭"", ""㯗"", ""㰊"", ""㰹"", ""㲔"", ""㳄"", ""㳭"", ""㵪"", ""㶍"", ""㷿"", ""㸝"", ""㺌"", ""㺤"", ""㽉"", ""㾾"", ""㿅"", ""㿌"", ""䁂"", ""䂅"", ""䃱"", ""䃸"", ""䄳"", ""䆎"", ""䉯"", ""䉳"", ""䊱"", ""䏹"", ""䐄"", ""䕔"", ""䗾"", ""䘆"", ""䙹"", ""䚚"", ""䜢"", ""䝨"", ""䢾"", ""䤼"", ""䥪"", ""䦘"", ""䦥"", ""䧋"", ""䧟"", ""䧮"", ""䨘"", ""䨷"", ""䩂"", ""䯭"", ""䯹"", ""䱤"", ""䲗"", ""䵇"", ""䵌"", ""䶟"", ""仙"", ""仚"", ""伭"", ""佡"", ""僊"", ""僩"", ""僲"", ""僴"", ""先"", ""冼"", ""县"", ""咞"", ""咸"", ""哯"", ""唌"", ""啣"", ""嘕"", ""垷"", ""壏"", ""奾"", ""妶"", ""姭"", ""娊"", ""娨"", ""娴"", ""娹"", ""婱"", ""嫌"", ""嫺"", ""嫻"", ""嬐"", ""宪"", ""尟"", ""尠"", ""屳"", ""岘"", ""峴"", ""崄"", ""嶮"", ""幰"", ""廯"", ""弦"", ""忺"", ""憪"", ""憲"", ""憸"", ""挦"", ""掀"", ""搟"", ""撊"", ""撏"", ""攇"", ""攕"", ""显"", ""晛"", ""暹"", ""杴"", ""枮"", ""橌"", ""櫶"", ""毨"", ""氙"", ""涀"", ""涎"", ""湺"", ""澖"", ""瀗"", ""灦"", ""烍"", ""燹"", ""狝"", ""猃"", ""献"", ""獫"", ""獮"", ""獻"", ""玁"", ""现"", ""珗"", ""現"", ""甉"", ""痫"", ""癇"", ""癎"", ""県"", ""睍"", ""瞯"", ""硍"", ""礥"", ""祆"", ""禒"", ""秈"", ""稴"", ""筅"", ""箲"", ""籼"", ""粯"", ""糮"", ""絃"", ""絤"", ""綫"", ""線"", ""縣"", ""繊"", ""纎"", ""纖"", ""纤"", ""线"", ""缐"", ""羡"", ""羨"", ""胘"", ""腺"", ""臔"", ""臽"", ""舷"", ""苋"", ""苮"", ""莧"", ""莶"", ""薟"", ""藓"", ""藖"", ""蘚"", ""蚬"", ""蚿"", ""蛝"", ""蜆"", ""衔"", ""衘"", ""褼"", ""襳"", ""誢"", ""誸"", ""諴"", ""譣"", ""豏"", ""賢"", ""贒"", ""贤"", ""赻"", ""跣"", ""跹"", ""蹮"", ""躚"", ""輱"", ""酰"", ""醎"", ""銑"", ""銛"", ""銜"", ""鋧"", ""錎"", ""鍁"", ""鍌"", ""鑦"", ""铦"", ""锨"", ""閑"", ""閒"", ""闲"", ""限"", ""陥"", ""险"", ""陷"", ""険"", ""險"", ""霰"", ""韅"", ""韯"", ""韱"", ""顕"", ""顯"", ""餡"", ""馅"", ""馦"", ""鮮"", ""鱻"", ""鲜"", ""鶱"", ""鷳"", ""鷴"", ""鷼"", ""鹇"", ""鹹"", ""麙"", ""麲"", ""鼸"", ""𠏓"", ""𠏡"", ""𠓌"", ""𠚆"", ""𠛑"", ""𠜎"", ""𠠁"", ""𠫄"", ""𠯟"", ""𠷢"", ""𠿢"", ""𡐖"", ""𡒓"", ""𡗏"", ""𡞣"", ""𡫹"", ""𡰲"", ""𡸃"", ""𡾮"", ""𡿤"", ""𢁗"", ""𢅮"", ""𢋮"", ""𢎙"", ""𢐐"", ""𢒆"", ""𢕖"", ""𢕭"", ""𢖋"", ""𢖎"", ""𢖝"", ""𢚀"", ""𢛆"", ""𢥌"", ""𢫿"", ""𢮂"", ""𢷑"", ""𢹚"", ""𣆕"", ""𣊺"", ""𣑹"", ""𣔙"", ""𣕎"", ""𣞘"", ""𣟲"", ""𣭡"", ""𣮾"", ""𣰷"", ""𤁦"", ""𤈷"", ""𤉌"", ""𤑃"", ""𤓤"", ""𤞤"", ""𤟅"", ""𤼂"", ""𥑻"", ""𥓒"", ""𥙆"", ""𥜲"", ""𥟕"", ""𥦶"", ""𥬍"", ""𥰳"", ""𥲋"", ""𥻇"", ""𥻧"", ""𥽏"", ""𦋈"", ""𦎵"", ""𦑘"", ""𦒜"", ""𦠹"", ""𦧐"", ""𦩢"", ""𦭶"", ""𦱁"", ""𦸊"", ""𦽭"", ""𧂞"", ""𧈁"", ""𧕇"", ""𧖙"", ""𧠒"", ""𧫹"", ""𧱀"", ""𧸂"", ""𧻒"", ""𧼏"", ""𧾨"", ""𨁅"", ""𨇤"", ""𨍒"", ""𨏥"", ""𨐊"", ""𨖱"", ""𨘙"", ""𨘞"", ""𨙡"", ""𨚾"", ""𨵬"", ""𨸄"", ""𨺘"", ""𩈖"", ""𩏩"", ""𩝈"", ""𩤊"", ""𩤥"", ""𩤦"", ""𩦂"", ""𩦹"", ""𩧩"", ""𩨡"", ""𩱆"", ""𩶤"", ""𪂶"", ""𪄏"", ""𪄷"", ""𪎉"", ""𪔩"", ""𪾢"", ""𫍯"", ""𬀪"", ""𬭣"", ""𬸣"", ""𮬣"", ""𲍏""]",384
xiang,"[""㐮"", ""㗽"", ""㟄"", ""㟟"", ""䊑"", ""䐟"", ""䔗"", ""䖮"", ""䜶"", ""䢽"", ""䦳"", ""䬕"", ""䴂"", ""乡"", ""享"", ""亯"", ""佭"", ""像"", ""勨"", ""厢"", ""向"", ""响"", ""啌"", ""嚮"", ""塂"", ""姠"", ""嶑"", ""巷"", ""庠"", ""廂"", ""忀"", ""想"", ""晑"", ""曏"", ""栙"", ""楿"", ""橡"", ""欀"", ""湘"", ""珦"", ""瓖"", ""瓨"", ""相"", ""祥"", ""稥"", ""箱"", ""絴"", ""緗"", ""缃"", ""缿"", ""翔"", ""膷"", ""芗"", ""萫"", ""葙"", ""薌"", ""蚃"", ""蟓"", ""蠁"", ""衖"", ""襄"", ""襐"", ""詳"", ""详"", ""象"", ""跭"", ""郷"", ""鄉"", ""鄊"", ""鄕"", ""銄"", ""銗"", ""鐌"", ""鑲"", ""镶"", ""響"", ""項"", ""项"", ""飨"", ""餉"", ""饗"", ""饟"", ""饷"", ""香"", ""驤"", ""骧"", ""鮝"", ""鯗"", ""鱌"", ""鱜"", ""鱶"", ""鲞"", ""麘"", ""𠸮"", ""𡹷"", ""𢄵"", ""𢛖"", ""𢞡"", ""𢠷"", ""𢪷"", ""𢭎"", ""𣂝"", ""𣅰"", ""𣨳"", ""𤉪"", ""𤍀"", ""𤖽"", ""𤝷"", ""𤩪"", ""𤭬"", ""𤰅"", ""𤷼"", ""𥀾"", ""𥊾"", ""𥗵"", ""𥣟"", ""𥫖"", ""𥿧"", ""𦍲"", ""𦍴"", ""𦎈"", ""𦕺"", ""𦺣"", ""𦺨"", ""𧖿"", ""𧬰"", ""𨀘"", ""𨉽"", ""𨖶"", ""𨙵"", ""𨛜"", ""𨧑"", ""𨷄"", ""𨷿"", ""𩑇"", ""𩝾"", ""𩞥"", ""𩡌"", ""𩡠"", ""𩾬"", ""𪂼"", ""𬁠"", ""𬙋""]",143
xiao,"[""㔅"", ""㕺"", ""㗛"", ""㚠"", ""㚣"", ""㤊"", ""㩋"", ""㪣"", ""㬵"", ""㮁"", ""㲖"", ""㵿"", ""㹲"", ""㺒"", ""䉰"", ""䊥"", ""䌃"", ""䎄"", ""䒕"", ""䒝"", ""䕧"", ""䟁"", ""䥵"", ""䨭"", ""䬘"", ""䴛"", ""侾"", ""俲"", ""傚"", ""効"", ""呺"", ""咲"", ""哓"", ""哮"", ""啸"", ""嘋"", ""嘐"", ""嘨"", ""嘯"", ""嘵"", ""嚣"", ""嚻"", ""囂"", ""婋"", ""孝"", ""宯"", ""宵"", ""小"", ""崤"", ""庨"", ""彇"", ""恷"", ""憢"", ""揱"", ""效"", ""敩"", ""斅"", ""斆"", ""晓"", ""暁"", ""曉"", ""枭"", ""枵"", ""校"", ""梟"", ""櫹"", ""歊"", ""歗"", ""殽"", ""毊"", ""洨"", ""消"", ""涍"", ""淆"", ""潇"", ""瀟"", ""灱"", ""灲"", ""焇"", ""熽"", ""猇"", ""獢"", ""痚"", ""痟"", ""皛"", ""皢"", ""硝"", ""硣"", ""穘"", ""窙"", ""笑"", ""筊"", ""筱"", ""筿"", ""箫"", ""篠"", ""簘"", ""簫"", ""綃"", ""绡"", ""翛"", ""肖"", ""膮"", ""萧"", ""萷"", ""蕭"", ""藃"", ""虈"", ""虓"", ""蟂"", ""蟏"", ""蟰"", ""蠨"", ""訤"", ""詨"", ""誟"", ""誵"", ""謏"", ""踃"", ""逍"", ""郩"", ""銷"", ""销"", ""霄"", ""驍"", ""骁"", ""髇"", ""髐"", ""魈"", ""鴞"", ""鴵"", ""鷍"", ""鸮"", """", ""𠈬"", ""𠏕"", ""𠑪"", ""𠴡"", ""𠴳"", ""𠹎"", ""𡟣"", ""𡣾"", ""𡥍"", ""𡦝"", ""𡦳"", ""𡧕"", ""𡯩"", ""𡱉"", ""𡷸"", ""𡼚"", ""𢓮"", ""𢛘"", ""𢪶"", ""𢭦"", ""𢸳"", ""𢹳"", ""𢽾"", ""𣂬"", ""𣏠"", ""𣔷"", ""𣕇"", ""𣟇"", ""𣠎"", ""𣤡"", ""𣱓"", ""𣿣"", ""𤑳"", ""𤕢"", ""𤞚"", ""𤟞"", ""𤠖"", ""𤡔"", ""𤣌"", ""𤣠"", ""𤷤"", ""𤺃"", ""𤽳"", ""𤿨"", ""𥆔"", ""𥔑"", ""𥕾"", ""𥽁"", ""𥾤"", ""𦏷"", ""𦐺"", ""𦟞"", ""𦢩"", ""𦦛"", ""𦯪"", ""𦱜"", ""𦺔"", ""𧄤"", ""𧍂"", ""𧡼"", ""𧢬"", ""𧩮"", ""𧱐"", ""𧳍"", ""𧵱"", ""𨅋"", ""𨊅"", ""𨠦"", ""𨴹"", ""𨶅"", ""𩋍"", ""𩙚"", ""𩙮"", ""𩧓"", ""𩫂"", ""𩫳"", ""𩱴"", ""𩵖"", ""𩾒"", ""𩾓"", ""𩾾"", ""𪁎"", ""𪊷"", ""𪛀"", ""𪮋"", ""𫍲""]",220
xie,"[""㐖"", ""㒠"", ""㓔"", ""㔎"", ""㕐"", ""㖑"", ""㖿"", ""㗨"", ""㙝"", ""㙦"", ""㙰"", ""㝍"", ""㞒"", ""㞕"", ""㡜"", ""㢵"", ""㣯"", ""㣰"", ""㥟"", ""㦪"", ""㨙"", ""㨝"", ""㩦"", ""㩪"", ""㭨"", ""㰔"", ""㰡"", ""㱔"", ""㳦"", ""㳿"", ""㴬"", ""㴮"", ""㴽"", ""㸉"", ""㽊"", ""㾚"", ""䀘"", ""䁋"", ""䉏"", ""䉣"", ""䊝"", ""䔑"", ""䕈"", ""䕵"", ""䙊"", ""䙎"", ""䙝"", ""䙽"", ""䚸"", ""䝱"", ""䡡"", ""䥱"", ""䥾"", ""䦏"", ""䦖"", ""䩤"", ""䩧"", ""䪥"", ""䲒"", ""䵦"", ""些"", ""亵"", ""伳"", ""偕"", ""偞"", ""偰"", ""僁"", ""写"", ""冩"", ""劦"", ""勰"", ""协"", ""協"", ""卨"", ""卸"", ""嗋"", ""噧"", ""垥"", ""塮"", ""夑"", ""奊"", ""娎"", ""媟"", ""寫"", ""屑"", ""屓"", ""屟"", ""屧"", ""峫"", ""嶰"", ""廨"", ""徢"", ""恊"", ""愶"", ""懈"", ""拹"", ""挟"", ""挾"", ""揳"", ""携"", ""撷"", ""擕"", ""擷"", ""攜"", ""斜"", ""旪"", ""暬"", ""械"", ""楔"", ""榍"", ""榭"", ""歇"", ""泄"", ""泻"", ""洩"", ""渫"", ""澥"", ""瀉"", ""瀣"", ""灺"", ""炧"", ""炨"", ""烲"", ""焎"", ""熁"", ""燮"", ""燲"", ""爕"", ""猲"", ""獬"", ""瑎"", ""祄"", ""禼"", ""糏"", ""紲"", ""絏"", ""絬"", ""綊"", ""緤"", ""緳"", ""繲"", ""纈"", ""绁"", ""缬"", ""缷"", ""翓"", ""胁"", ""脅"", ""脇"", ""脋"", ""膎"", ""薢"", ""薤"", ""藛"", ""蝎"", ""蝢"", ""蟹"", ""蠍"", ""蠏"", ""衺"", ""褉"", ""褻"", ""襭"", ""諧"", ""謝"", ""讗"", ""谐"", ""谢"", ""躞"", ""邂"", ""邪"", ""鞋"", ""鞢"", ""鞵"", ""韰"", ""頡"", ""齂"", ""齘"", ""齛"", ""齥"", ""龤"", ""𠅱"", ""𠑄"", ""𠖹"", ""𠗉"", ""𠨆"", ""𠲊"", ""𠸴"", ""𠿇"", ""𡀺"", ""𡃂"", ""𡄕"", ""𡗼"", ""𡛶"", ""𡞘"", ""𡟩"", ""𡣹"", ""𡤋"", ""𡭥"", ""𡰢"", ""𡸔"", ""𡽖"", ""𢂐"", ""𢌀"", ""𢓬"", ""𢖆"", ""𢗊"", ""𢜨"", ""𢞜"", ""𢤯"", ""𢤰"", ""𢥘"", ""𢬿"", ""𢯉"", ""𢴲"", ""𢹒"", ""𢿡"", ""𣆟"", ""𣒄"", ""𣞐"", ""𣣩"", ""𣣲"", ""𣣶"", ""𣫴"", ""𣬕"", ""𣹩"", ""𣻠"", ""𣽒"", ""𤑪"", ""𤗈"", ""𤙒"", ""𤞡"", ""𤡧"", ""𤢺"", ""𤣑"", ""𤫉"", ""𤮯"", ""𤱷"", ""𤺎"", ""𥀺"", ""𥆥"", ""𥇱"", ""𥊯"", ""𥌨"", ""𥍆"", ""𥎎"", ""𥗧"", ""𥢹"", ""𦁛"", ""𦋅"", ""𦔼"", ""𦖐"", ""𦚡"", ""𦚫"", ""𦞚"", ""𦩌"", ""𦪬"", ""𦳃"", ""𦵱"", ""𧀢"", ""𧀺"", ""𧌊"", ""𧌋"", ""𧌖"", ""𧍁"", ""𧏂"", ""𧏃"", ""𧐃"", ""𧑦"", ""𧓂"", ""𧓺"", ""𧖁"", ""𧛼"", ""𧜔"", ""𧜵"", ""𧝫"", ""𧟃"", ""𧭠"", ""𧭸"", ""𧳧"", ""𧷑"", ""𧷧"", ""𨁂"", ""𨇨"", ""𨈙"", ""𨏳"", ""𨤴"", ""𨧥"", ""𨳚"", ""𨵚"", ""𨵪"", ""𨷥"", ""𨼬"", ""𩂪"", ""𩃖"", ""𩋘"", ""𩋧"", ""𩍝"", ""𩎃"", ""𩐁"", ""𩐉"", ""𩙜"", ""𩤠"", ""𩫲"", ""𩰳"", ""𩷂"", ""𩺫"", ""𩽍"", ""𪆋"", ""𪙥"", ""𫧯"", ""𬹼"", ""𮖱"", ""𱜒"", ""𱾎"", ""𲀯""]",316
xin,"[""㐰"", ""㔤"", ""㚯"", ""㛙"", ""㛛"", ""㜦"", ""㣺"", ""㭄"", ""㭢"", ""㾙"", ""䅽"", ""䒖"", ""䚱"", ""䛨"", ""䜗"", ""䜣"", ""伈"", ""伩"", ""信"", ""俽"", ""噺"", ""囟"", ""妡"", ""嬜"", ""孞"", ""廞"", ""心"", ""忄"", ""忻"", ""惞"", ""新"", ""昕"", ""杺"", ""枔"", ""欣"", ""歆"", ""炘"", ""焮"", ""盺"", ""脪"", ""舋"", ""芯"", ""薪"", ""衅"", ""襑"", ""訢"", ""訫"", ""軐"", ""辛"", ""邤"", ""釁"", ""鈊"", ""鋅"", ""鐔"", ""鑫"", ""锌"", ""阠"", ""顖"", ""馨"", ""馫"", ""馸"", """", ""𠑰"", ""𠷓"", ""𡈏"", ""𡌜"", ""𢋆"", ""𢗀"", ""𢠝"", ""𢩲"", ""𢭧"", ""𣂗"", ""𣂜"", ""𣃄"", ""𣥇"", ""𤙖"", ""𤙣"", ""𤜢"", ""𤣲"", ""𤫨"", ""𤴾"", ""𤷓"", ""𤹩"", ""𦁍"", ""𦉝"", ""𦜓"", ""𦞤"", ""𦢯"", ""𦤟"", ""𦰸"", ""𧗹"", ""𧳄"", ""𧴢"", ""𨊳"", ""𨓇"", ""𩖣"", ""𩟍"", ""𩾽"", ""𩿃"", ""𫷷"", ""𬒘""]",101
xing,"[""㐩"", ""㓑"", ""㓝"", ""㙚"", ""㝭"", ""㣜"", ""㨘"", ""㷣"", ""㼛"", ""㼬"", ""䁄"", ""䂔"", ""䃏"", ""䓷"", ""䕟"", ""䗌"", ""䛭"", ""䣆"", ""䤯"", ""䰢"", ""䳙"", ""侀"", ""倖"", ""兴"", ""刑"", ""哘"", ""型"", ""垶"", ""姓"", ""娙"", ""婞"", ""嬹"", ""幸"", ""形"", ""性"", ""悻"", ""惺"", ""擤"", ""星"", ""曐"", ""杏"", ""洐"", ""涬"", ""滎"", ""煋"", ""猩"", ""瑆"", ""皨"", ""睲"", ""硎"", ""箵"", ""篂"", ""緈"", ""腥"", ""臖"", ""興"", ""荇"", ""荥"", ""莕"", ""蛵"", ""行"", ""裄"", ""觪"", ""觲"", ""謃"", ""邢"", ""郉"", ""醒"", ""鈃"", ""鉶"", ""銒"", ""鋞"", ""钘"", ""铏"", ""陉"", ""陘"", ""騂"", ""骍"", ""鮏"", ""鯹"", ""鿿"", ""𠀦"", ""𠬋"", ""𡃳"", ""𡶭"", ""𢙼"", ""𢜫"", ""𣢝"", ""𣨾"", ""𣸝"", ""𤏽"", ""𤙡"", ""𤬐"", ""𤶲"", ""𥠀"", ""𥨕"", ""𦂅"", ""𦈒"", ""𦈨"", ""𦈵"", ""𦖤"", ""𦩠"", ""𧊞"", ""𧊽"", ""𧌚"", ""𧗦"", ""𧛟"", ""𨌍"", ""𨞾"", ""𩈡"", ""𩩋"", ""𫰛"", ""𲋁""]",113
xiong,"[""㐫"", ""㚾"", ""䧺"", ""兄"", ""兇"", ""凶"", ""匂"", ""匈"", ""哅"", ""夐"", ""忷"", ""恟"", ""敻"", ""汹"", ""洶"", ""焸"", ""焽"", ""熊"", ""胷"", ""胸"", ""訩"", ""詗"", ""詾"", ""讻"", ""诇"", ""賯"", ""雄"", ""𠓙"", ""𡨳"", ""𡪰"", ""𡬁"", ""𢢹"", ""𢿌"", ""𣅷"", ""𤔫"", ""𤛪"", ""𥃴"", ""𥥧"", ""𥦥"", ""𦈤"", ""𦓈"", ""𦙄"", ""𦬺"", ""𦵡"", ""𧘮"", ""𧞞"", ""𧰯"", ""𧵣"", ""𧽒"", ""𧿖"", ""𨥍"", ""𩌠"", ""𩧊"", ""𩴂""]",54
xiu,"[""㗜"", ""㱗"", ""㱙"", ""㳜"", ""㵻"", ""㹋"", ""㾋"", ""䏫"", ""䐰"", ""䗛"", ""䡭"", ""休"", ""俢"", ""修"", ""咻"", ""嗅"", ""岫"", ""峀"", ""庥"", ""朽"", ""樇"", ""溴"", ""滫"", ""潃"", ""烋"", ""烌"", ""珛"", ""琇"", ""璓"", ""秀"", ""糔"", ""綇"", ""繍"", ""繡"", ""绣"", ""羞"", ""脙"", ""脩"", ""臹"", ""苬"", ""螑"", ""袖"", ""褎"", ""褏"", ""貅"", ""銝"", ""銹"", ""鎀"", ""鏅"", ""鏥"", ""鏽"", ""锈"", ""飍"", ""饈"", ""馐"", ""髤"", ""髹"", ""鮴"", ""鱃"", ""鵂"", ""鸺"", ""齅"", ""𡔨"", ""𡜨"", ""𡟞"", ""𡯐"", ""𢊒"", ""𢓵"", ""𢕦"", ""𣧬"", ""𤚯"", ""𥌪"", ""𥞼"", ""𦈋"", ""𦟤"", ""𦪋"", ""𧌌"", ""𧙏"", ""𩘭"", ""𩛢"", ""𩡎"", ""𩢮"", ""𩭘"", ""𩮄"", ""𪀪"", ""𪁮"", ""𪕦"", ""𪘆"", ""𲇙""]",89
xu,"[""㐨"", ""㑔"", ""㑯"", ""㕛"", ""㖅"", ""㗵"", ""㘧"", ""㜅"", ""㜿"", ""㞊"", ""㞰"", ""㥠"", ""㰭"", ""㳚"", ""㵰"", ""㷦"", ""㺷"", ""㽳"", ""䂆"", ""䅡"", ""䇓"", ""䈝"", ""䋶"", ""䍱"", ""䎉"", ""䏏"", ""䔓"", ""䘏"", ""䙒"", ""䛙"", ""䢕"", ""䣱"", ""䣴"", ""䦗"", ""䦽"", ""䧁"", ""䬄"", ""䱬"", ""䳳"", ""伵"", ""侐"", ""俆"", ""偦"", ""冔"", ""勖"", ""勗"", ""卹"", ""叙"", ""吁"", ""呴"", ""喣"", ""嘘"", ""噓"", ""垿"", ""墟"", ""壻"", ""姁"", ""婿"", ""媭"", ""嬃"", ""幁"", ""序"", ""徐"", ""怴"", ""恤"", ""慉"", ""戌"", ""揟"", ""敍"", ""敘"", ""旭"", ""旴"", ""昫"", ""晇"", ""暊"", ""朂"", ""栩"", ""楈"", ""槒"", ""欨"", ""欰"", ""歔"", ""殈"", ""汿"", ""沀"", ""洫"", ""湑"", ""溆"", ""漵"", ""潊"", ""烅"", ""烼"", ""煦"", ""獝"", ""珝"", ""珬"", ""疞"", ""盢"", ""盨"", ""盱"", ""瞁"", ""瞲"", ""稰"", ""稸"", ""窢"", ""糈"", ""絮"", ""続"", ""緒"", ""緖"", ""縃"", ""繻"", ""續"", ""绪"", ""续"", ""聓"", ""聟"", ""胥"", ""芧"", ""蒣"", ""蓄"", ""蓿"", ""蕦"", ""藇"", ""藚"", ""虗"", ""虚"", ""虛"", ""蝑"", ""裇"", ""訏"", ""許"", ""訹"", ""詡"", ""諝"", ""譃"", ""许"", ""诩"", ""谞"", ""賉"", ""鄦"", ""酗"", ""醑"", ""銊"", ""鑐"", ""需"", ""須"", ""頊"", ""须"", ""顼"", ""驉"", ""鬚"", ""魆"", ""魖"", ""魣"", ""鱮"", ""𠆐"", ""𠜄"", ""𠧰"", ""𠷙"", ""𠹘"", ""𠾫"", ""𡦁"", ""𡱣"", ""𡹲"", ""𢄼"", ""𢖳"", ""𢨁"", ""𢨰"", ""𢩕"", ""𣅤"", ""𣆒"", ""𣊞"", ""𣚏"", ""𣢊"", ""𣨤"", ""𣰃"", ""𣸃"", ""𤆞"", ""𤇳"", ""𤚉"", ""𤟠"", ""𤡣"", ""𤡶"", ""𤬱"", ""𤭽"", ""𤲸"", ""𤷇"", ""𤸀"", ""𥄵"", ""𥅺"", ""𥆛"", ""𥇏"", ""𥇿"", ""𥈈"", ""𥊊"", ""𥍟"", ""𥎕"", ""𥎗"", ""𥕰"", ""𥚩"", ""𥮪"", ""𥳗"", ""𦄼"", ""𦅏"", ""𦈡"", ""𦑍"", ""𦕓"", ""𦘼"", ""𦜃"", ""𦝳"", ""𦠷"", ""𦪡"", ""𦯅"", ""𦰰"", ""𦰲"", ""𦲰"", ""𧁃"", ""𧆜"", ""𧆡"", ""𧊥"", ""𧏺"", ""𧕼"", ""𧙆"", ""𧟬"", ""𧧓"", ""𧪮"", ""𧶍"", ""𧹭"", ""𧹴"", ""𧼑"", ""𨂠"", ""𨅑"", ""𨋾"", ""𨌎"", ""𨍐"", ""𨜿"", ""𨞣"", ""𨣦"", ""𨬗"", ""𨴎"", ""𨵮"", ""𨷔"", ""𨹘"", ""𨻍"", ""𨼋"", ""𩂉"", ""𩌮"", ""𩌲"", ""𩍳"", ""𩑕"", ""𩒇"", ""𩒧"", ""𩓣"", ""𩔴"", ""𩔼"", ""𩖕"", ""𩝔"", ""𩠋"", ""𩣊"", ""𩪉"", ""𩰠"", ""𩽆"", ""𩾊"", ""𪆛"", ""𪖩"", ""𪙫"", ""𪾔"", ""𫚈"", ""𬣙"", ""𱙧"", ""𲀄""]",272
