Unnamed: 0,Question_ZH-CN,A_ZH-CN,B_ZH-CN,C_ZH-CN,D_ZH-CN,Answer_ZH-CN,Subject,Subcategory_ZH-CN,Question_EN-US,A_EN-US,B_EN-US,C_EN-US,D_EN-US,Answer_EN-US,Subcategory_EN-US,Question_ZH-PY,A_ZH-PY,B_ZH-PY,C_ZH-PY,D_ZH-PY,Answer_ZH-PY,Subject_ZH-PY,Subcategory_ZH-PY
116,下列哪项与呼吸功的增加无关？,呼吸频率上升。,呼吸作响。,增加使用辅助呼吸肌。,呼吸频率为每分钟 16 次。,D,clinical_knowledge,health,Which of the following is not associated with an increase in the work of breathing?,Rise in respiratory rate.,Noisy breathing.,Increase in the use of accessory muscles.,A respiratory rate of 16 breaths per minute.,D,health,xia lie na xiang yu hu xi gong de zeng jia wu guan ？,hu xi pin lv shang sheng 。,hu xi zuo xiang 。,zeng jia shi yong fu zhu hu xi ji 。,hu xi pin lv wei mei fen zhong  16  ci 。,D,clinical_knowledge,health
207,以下哪一种推荐用于清洁口腔？,过氧化氢。,水。,柠檬和甘油拭子。,生理盐水。,B,clinical_knowledge,health,Which of the following is recommended for cleaning the mouth?,Hydrogen peroxide.,Water.,Lemon and glycerine swabs.,Normal saline.,B,health,yi xia na yi zhong tui jian yong yu qing jie kou qiang ？,guo yang hua qing 。,shui 。,ning meng he gan you shi zi 。,sheng li yan shui 。,B,clinical_knowledge,health
157,哪个最能描述巨石阵？,巨石纪念碑,哈拉菲纪念中心,查文仪式纪念碑,美索不达米亚纪念碑,A,prehistory,history,Which best describes Stonehenge?,Megalithic monument,Halafian monumental center,Chavin ritual monument,Mesopotamian monument,A,history,na ge zui neng miao shu ju shi zhen ？,ju shi ji nian bei,ha la fei ji nian zhong xin,cha wen yi shi ji nian bei,mei suo bu da mi ya ji nian bei,A,prehistory,history
94,"本问题涉及以下信息。
“就像世界上任何其他种族一样，我们是人；我们有灵魂，我们有激情，我们有感觉，我们有希望，我们有欲望。今天全世界都在呼喊：加拿大为加拿大人呐喊，美国为美国人呐喊，英国为英国人呐喊，法国为法国人呐喊，德国为德国人呐喊——你认为我们这些世界上的黑人，让非洲为非裔呐喊是不合理的吗？”
——马库斯·加维，1920 年
这段话最好被理解为",支持限制移民进入美国的论点。,试图团结工人阶级的非裔美国人和白人男女。,黑人民族主义的表达。,为促进非裔美国人在工业上的进步而设计的小册子。,C,high_school_us_history,history,"This question refers to the following information.
""We are men; we have souls, we have passions, we have feelings, we have hopes, we have desires, like any other race in the world. The cry is raised all over the world today of Canada for the Canadians, of America for the Americans, of England for the English, of France for the French, of Germany for the Germansâ€”do you think it is unreasonable that we, the Blacks of the world, should raise the cry of Africa for the Africans?""
â€”Marcus Garvey, 1920
The passage could best be understood as",an argument in favor of restrictions on immigration into the United States.,an attempt to unite working-class African American and white men and women.,an expression of black nationalism.,a pamphlet designed to promote the advancement of African Americans in industry.,C,history,"ben wen ti she ji yi xia xin xi 。
“ jiu xiang shi jie shang ren he qi ta zhong zu yi yang ， wo men shi ren ； wo men you ling hun ， wo men you ji qing ， wo men you gan jue ， wo men you xi wang ， wo men you yu wang 。 jin tian quan shi jie dou zai hu han ： jia na da wei jia na da ren na han ， mei guo wei mei guo ren na han ， ying guo wei ying guo ren na han ， fa guo wei fa guo ren na han ， de guo wei de guo ren na han —— ni ren wei wo men zhe xie shi jie shang de hei ren ， rang fei zhou wei fei yi na han shi bu he li de ma ？”
—— ma ku si · jia wei ，1920  nian 
 zhe duan hua zui hao bei li jie wei",zhi chi xian zhi yi min jin ru mei guo de lun dian 。,shi tu tuan jie gong ren jie ji de fei yi mei guo ren he bai ren nan nv 。,hei ren min zu zhu yi de biao da 。,wei cu jin fei yi mei guo ren zai gong ye shang de jin bu er she ji de xiao ce zi 。,C,high_school_us_history,history
223,世界上最早的文明是在哪里产生的？,中国东部,克里特岛,埃及,美索不达米亚,D,prehistory,history,Where did the world's first civilization develop?,Eastern China,Crete,Egypt,Mesopotamia,D,history,shi jie shang zui zao de wen ming shi zai na li chan sheng de ？,zhong guo dong bu,ke li te dao,ai ji,mei suo bu da mi ya,D,prehistory,history
77,"本问题涉及以下信息。
“德意志帝国政府和苏维埃社会主义共和国联盟政府基于加强德国与苏联之间和平事业的意愿，并从 1926 年 4 月德国与苏联之间达成的中立协议之基础条款出发，达成了以下协议：
第一条 缔约双方有义务拒绝以单独行动或与其他势力合作之形式对另一缔约方实施任何暴力行为、侵略行动及一切互相攻击的行为。
第二条 若任一缔约方成为第三方势力的交战对象，则另一缔约方不得向该第三方提供任何支持。
第三条 缔约双方政府今后应继续保持联系，以便经协商就影响双方共同利益的问题交换信息。
第四条 若缔约双方之间发生争议或冲突，任一缔约方均不得加入任何直接或间接针对另一方的任何势力集团。
第五条 若缔约双方就各种问题发生争议或冲突，双方应仅通过友好交换意见的形式，或在必要时以设立仲裁委员会的形式解决这些争议或冲突。”
《苏德互不侵犯条约》，1939年
正文中描述的协议最类似于",《三国协约》（1907 年）,《赛克斯-皮科协定》（1916 年）,《拉特兰条约》（1929 年）,《慕尼黑协定》（1938 年）,A,high_school_european_history,history,"This question refers to the following information.
""The Government of the German Reich and The Government of the Union of Soviet Socialist Republics desirous of strengthening the cause of peace between Germany and the U.S.S.R., and proceeding from the fundamental provisions of the Neutrality Agreement concluded in April, 1926 between Germany and the U.S.S.R., have reached the following Agreement:
Article I. Both High Contracting Parties obligate themselves to desist from any act of violence, any aggressive action, and any attack on each other, either individually or jointly with other Powers.
Article II. Should one of the High Contracting Parties become the object of belligerent action by a third Power, the other High Contracting Party shall in no manner lend its support to this third Power.
Article III. The Governments of the two High Contracting Parties shall in the future maintain continual contact with one another for the purpose of consultation in order to exchange information on problems affecting their common interests.
Article IV. Should disputes or conflicts arise between the High Contracting Parties shall participate in any grouping of Powers whatsoever that is directly or indirectly aimed at the other party.
Article V. Should disputes or conflicts arise between the High Contracting Parties over problems of one kind or another, both parties shall settle these disputes or conflicts exclusively through friendly exchange of opinion or, if necessary, through the establishment of arbitration commissions.""
Molotov-Ribbentrop Pact, 1939
The agreement described in the text is most similar to the",Triple Entente (1907),Sykes-Picot Agreement (1916),Lateran Treaty (1929),Munich Agreement (1938),A,history,"ben wen ti she ji yi xia xin xi 。
“ de yi zhi di guo zheng fu he su wei ai she hui zhu yi gong he guo lian meng zheng fu ji yu jia qiang de guo yu su lian zhi jian he ping shi ye de yi yuan ， bing cong  1926  nian  4  yue de guo yu su lian zhi jian da cheng de zhong li xie yi zhi ji chu tiao kuan chu fa ， da cheng le yi xia xie yi ：
 di yi tiao   di yue shuang fang you yi wu ju jue yi dan du xing dong huo yu qi ta shi li he zuo zhi xing shi dui ling yi di yue fang shi shi ren he bao li xing wei 、 qin lve xing dong ji yi qie hu xiang gong ji de xing wei 。
 di er tiao   ruo ren yi di yue fang cheng wei di san fang shi li de jiao zhan dui xiang ， ze ling yi di yue fang bu de xiang gai di san fang ti gong ren he zhi chi 。
 di san tiao   di yue shuang fang zheng fu jin hou ying ji xu bao chi lian xi ， yi bian jing xie shang jiu ying xiang shuang fang gong tong li yi de wen ti jiao huan xin xi 。
 di si tiao   ruo di yue shuang fang zhi jian fa sheng zheng yi huo chong tu ， ren yi di yue fang jun bu de jia ru ren he zhi jie huo jian jie zhen dui ling yi fang de ren he shi li ji tuan 。
 di wu tiao   ruo di yue shuang fang jiu ge zhong wen ti fa sheng zheng yi huo chong tu ， shuang fang ying jin tong guo you hao jiao huan yi jian de xing shi ， huo zai bi yao shi yi she li zhong cai wei yuan hui de xing shi jie jue zhe xie zheng yi huo chong tu 。”
《 su de hu bu qin fan tiao yue 》，1939 nian 
 zheng wen zhong miao shu de xie yi zui lei si yu",《 san guo xie yue 》（1907  nian ）,《 sai ke si - pi ke xie ding 》（1916  nian ）,《 la te lan tiao yue 》（1929  nian ）,《 mu ni hei xie ding 》（1938  nian ）,A,high_school_european_history,history
48,"本问题涉及以下信息。
“今天，这个国家一半的人完全无力从成文法上抹去一部不公正的法律，或在成文法上制定一部新的公正的法律。女性们对这种政府形式十分不满，因为这种政府在没有代表的情况下强征赋税，强迫她们服从她们从未同意过的法律，不经同辈陪审团的审判就把她们囚禁起来，把她们吊死，在婚姻中剥夺了她们对自己人身、工资和子女的监护权，并且使这一半人完全听凭另一半人的摆布。这些都直接违反了这个政府的立宪者宣言的精神和文字，每一个宣言都是基于所有人权利平等的不变原则。”
——苏珊·B·安东尼，《我站在你们面前，被起诉》（演讲），1873 年
19 世纪末和 20 世纪初，下列哪项不是为了授权政府管理工业家日益增长的财富和权力而设计的？",《谢尔曼反托拉斯法案》（1890 年）。,《州际贸易法案》（1887年）。,《联邦贸易委员会法案》（1914 年）。,《纽兰兹开垦法案》（1902 年）。,D,high_school_us_history,history,"This question refers to the following information.
""One-half of the people of this nation to-day are utterly powerless to blot from the statute books an unjust law, or to write there a new and a just one. The women, dissatisfied as they are with this form of government, that enforces taxation without representation,â€”that compels them to obey laws to which they have never given their consent,â€”that imprisons and hangs them without a trial by a jury of their peers, that robs them, in marriage, of the custody of their own persons, wages and children,â€”are this half of the people left wholly at the mercy of the other half, in direct violation of the spirit and letter of the declarations of the framers of this government, every one of which was based on the immutable principle of equal rights to all.""
â€”Susan B. Anthony, ""I Stand Before You Under Indictment"" (speech), 1873
Which of the following was NOT designed to empower the government to regulate the increasing wealth and power of the industrialists in the late nineteenth and early twentieth centuries?",Sherman Anti-Trust Act (1890).,Interstate Commerce Act (1887).,Federal Trade Commission Act (1914).,Newlands Reclamation Act (1902).,D,history,"ben wen ti she ji yi xia xin xi 。
“ jin tian ， zhe ge guo jia yi ban de ren wan quan wu li cong cheng wen fa shang mo qu yi bu bu gong zheng de fa lv ， huo zai cheng wen fa shang zhi ding yi bu xin de gong zheng de fa lv 。 nv xing men dui zhe zhong zheng fu xing shi shi fen bu man ， yin wei zhe zhong zheng fu zai mei you dai biao de qing kuang xia qiang zheng fu shui ， qiang po ta men fu cong ta men cong wei tong yi guo de fa lv ， bu jing tong bei pei shen tuan de shen pan jiu ba ta men qiu jin qi lai ， ba ta men diao si ， zai hun yin zhong bo duo le ta men dui zi ji ren shen 、 gong zi he zi nv de jian hu quan ， bing qie shi zhe yi ban ren wan quan ting ping ling yi ban ren de bai bu 。 zhe xie dou zhi jie wei fan le zhe ge zheng fu de li xian zhe xuan yan de jing shen he wen zi ， mei yi ge xuan yan dou shi ji yu suo you ren quan li ping deng de bu bian yuan ze 。”
—— su shan ·B· an dong ni ，《 wo zhan zai ni men mian qian ， bei qi su 》（ yan jiang ），1873  nian 
19  shi ji mo he  20  shi ji chu ， xia lie na xiang bu shi wei le shou quan zheng fu guan li gong ye jia ri yi zeng zhang de cai fu he quan li er she ji de ？",《 xie er man fan tuo la si fa an 》（1890  nian ）。,《 zhou ji mao yi fa an 》（1887 nian ）。,《 lian bang mao yi wei yuan hui fa an 》（1914  nian ）。,《 niu lan zi kai ken fa an 》（1902  nian ）。,D,high_school_us_history,history
37,"本问题涉及以下信息。
“Al-Zawawi还说，'这位苏丹穆萨告诉我，在一个叫 ZKRY 的小镇上，他有一个铜矿，铜锭就是从那里运到 BYTY 的。穆萨说：“在我的王国里，除了运来的粗铜，没有任何东西需要征税。只对这部分征税，不对其他部分征税。我们把它送到异教徒苏丹的土地上，以黄金重量的三分之二出售，这样我们就可以用 66 又 2/3 度量的黄金卖出 100 度量的铜。他还说，在他的王国里有一些异教徒民族，他并不向他们征收贡金（jizya），而只是雇用他们从金矿中开采黄金。开采黄金的方法是挖掘约一人高的深坑，黄金就镶嵌在坑的两侧，有时则聚集在坑底”。
摘自 N. Levtzion & J.F.P. Hopkins 编辑 《西非历史的
早期阿拉伯语资料库》。剑桥
大学出版社，1981 年。经剑桥出版社允许
重印
乌马里，约 1300-1384 年
下面哪个关于公元 600-1450 这段时期的说法是由文章支持的？",在这一时期，宗教经常通过战争传播。,在这一时期，国际贸易联系仍在发展。,疾病沿着贸易路线传播。,游牧民族在这一时期建立了强大的帝国。,B,high_school_world_history,history,"This question refers to the following information.
""The Romanists have, with great adroitness, drawn three walls round themselves, with which they have hitherto protected themselves, so that no one could reform them, whereby all Christendom has fallen terribly.
Firstly, if pressed by the temporal power, they have affirmed and maintained that the temporal power has no jurisdiction over them, but, on the contrary, that the spiritual power is above the temporal.
Secondly, if it were proposed to admonish them with the Scriptures, they objected that no one may interpret the Scriptures but the Pope.
Thirdly, if they are threatened with a council, they pretend that no one may call a council but the Popeâ€¦
â€¦The second wall is even more tottering and weak: that they alone pretend to be considered masters of the Scriptures; although they learn nothing of them all their life. They assume authority, and juggle before us with impudent words, saying that the Pope cannot err in matters of faith, whether he be evil or good, albeit they cannot prove it by a single letter. That is why the canon law contains so many heretical and unchristian, nay unnatural, laws; but of these we need not speak now. For whereas they imagine the Holy Ghost never leaves them, however unlearned and wicked they may be, they grow bold enough to decree whatever they like. But were this true, where were the need and use of the Holy Scriptures? Let us burn them, and content ourselves with the unlearned gentlemen at Rome, in whom the Holy Ghost dwells, who, however, can dwell in pious souls only. If I had not read it, I could never have believed that the devil should have put forth such follies at Rome and find a following.""
Martin Luther, Address to the Nobility of the German Nation, 1520
When the author of the passage above discusses the ""second wall,"" to what is he referring?","The differing views of Catholics and Reformers on the appropriate definition of ""Holy Ghost""",The differing views of Catholics and Reformers on the appropriate use and interpretation of biblical texts,The differing views of Catholics and Reformers on the appropriate theological belief about the divinity of Jesus,The differing views of Catholics and Reformers on the appropriate method of baptism,B,history,"ben wen ti she ji yi xia xin xi 。
“Al-Zawawi hai shuo ，' zhe wei su dan mu sa gao su wo ， zai yi ge jiao  ZKRY  de xiao zhen shang ， ta you yi ge tong kuang ， tong ding jiu shi cong na li yun dao  BYTY  de 。 mu sa shuo ：“ zai wo de wang guo li ， chu le yun lai de cu tong ， mei you ren he dong xi xu yao zheng shui 。 zhi dui zhe bu fen zheng shui ， bu dui qi ta bu fen zheng shui 。 wo men ba ta song dao yi jiao tu su dan de tu di shang ， yi huang jin zhong liang de san fen zhi er chu shou ， zhe yang wo men jiu ke yi yong  66  you  2/3  du liang de huang jin mai chu  100  du liang de tong 。 ta hai shuo ， zai ta de wang guo li you yi xie yi jiao tu min zu ， ta bing bu xiang ta men zheng shou gong jin （jizya）， er zhi shi gu yong ta men cong jin kuang zhong kai cai huang jin 。 kai cai huang jin de fang fa shi wa jue yue yi ren gao de shen keng ， huang jin jiu xiang qian zai keng de liang ce ， you shi ze ju ji zai keng di ”。
 zhai zi  N. Levtzion & J.F.P. Hopkins  bian ji  《 xi fei li shi de 
 zao qi a la bo yu zi liao ku 》。 jian qiao 
 da xue chu ban she ，1981  nian 。 jing jian qiao chu ban she yun xu 
 chong yin 
 wu ma li ， yue  1300-1384  nian 
 xia mian na ge guan yu gong yuan  600-1450  zhe duan shi qi de shuo fa shi you wen zhang zhi chi de ？",zai zhe yi shi qi ， zong jiao jing chang tong guo zhan zheng chuan bo 。,zai zhe yi shi qi ， guo ji mao yi lian xi reng zai fa zhan 。,ji bing yan zhe mao yi lu xian chuan bo 。,you mu min zu zai zhe yi shi qi jian li le qiang da de di guo 。,B,high_school_world_history,history
282,与其他早期文明相比，印度河流域文明在哪些方面是无与伦比的？,纪念性建筑的高度和规模,暴力的数量和频率,城市规划的程度,为储存而生产的剩余小麦的数量,C,prehistory,history,Indus Valley civilization is unmatched in comparison to other early civilizations in terms of what?,the height and size of its monumental architecture,the amount and frequency of violence,the degree of urban planning,the amount of surplus wheat that was produced for storage,C,history,yu qi ta zao qi wen ming xiang bi ， yin du he liu yu wen ming zai na xie fang mian shi wu yu lun bi de ？,ji nian xing jian zhu de gao du he gui mo,bao li de shu liang he pin lv,cheng shi gui hua de cheng du,wei chu cun er sheng chan de sheng yu xiao mai de shu liang,C,prehistory,history
242,以下哪一项被描述为“现有原因的缓慢代理”？,自然选择,灾变说,均变论,单系进化,C,prehistory,history,Which of the following was described as â€œthe slow agency of existing causesâ€?,natural selection,catastrophism,uniformitarianism,unilineal evolution,C,history,yi xia na yi xiang bei miao shu wei “ xian you yuan yin de huan man dai li ”？,zi ran xuan ze,zai bian shuo,jun bian lun,dan xi jin hua,C,prehistory,history
165,"本问题涉及以下信息。
道旁过者问行人，
行人但云 “点行频。
“或从十五北防河，
便至四十西营田。
去时里正与裹头，
归来头白还戍边。
边庭流血成海水，
武皇开边意未已。
君不闻，汉家山东二百州，
千村万落生荆杞。
纵有健妇把锄犁，
禾生陇亩无东西。
况复秦兵耐苦战，
被驱不异犬与鸡。
“长者虽有问，
役夫
敢申恨？ 且如今年冬，
未休关西卒。
县官急索租，
租税 从何出。
信知生男恶，
反是生女好。
生女犹得嫁比邻，
生男埋没随百草。”
杜甫，《兵车行》，约公元 750 年
宋朝与唐朝的不同之处在于",宋朝废除了儒生科举考试,宋朝重视佛教，轻视道教和儒教,宋朝奉行不太向外扩张的对外政策,宋朝人本来就来自中国之外,C,high_school_world_history,history,"This question refers to the following information.
""Article 1
The Parties undertake, as set forth in the Charter of the United Nations, to settle any international dispute in which they may be involved by peaceful means in such a manner that international peace and security and justice are not endangered, and to refrain in their international relations from the threat or use of force in any manner inconsistent with the purposes of the United Nations.
""Article 2
The Parties will contribute toward the further development of peaceful and friendly international relations by strengthening their free institutions, by bringing about a better understanding of the principles upon which these institutions are founded, and by promoting conditions of stability and well-being. They will seek to eliminate conflict in their international economic policies and will encourage economic collaboration between any or all of them.
""Article 3
In order more effectively to achieve the objectives of this Treaty, the Parties, separately and jointly, by means of continuous and effective self-help and mutual aid, will maintain and develop their individual and collective capacity to resist armed attackâ€¦
""Article 5
The Parties agree that an armed attack against one or more of them in Europe or North America shall be considered an attack against them all and consequently they agree that, if such an armed attack occurs, each of them, in exercise of the right of individual or collective self-defence recognised by Article 51 of the Charter of the United Nations, will assist the Party or Parties so attacked by taking forthwith, individually and in concert with the other Parties, such action as it deems necessary, including the use of armed force, to restore and maintain the security of the North Atlantic area.""
North Atlantic Treaty, April 4, 1949
Based on the treaty, the United Nations mentioned in the first paragraph is an example of which of the following?",An organization dedicated to asserting an ideological tenet over the world,An organization opposed to the use of force between nations in any situation,An organization dedicated to providing avenues of arbitration of disputes for the nations of the world,An organization dedicated to expanding free trade across international borders,C,history,"ben wen ti she ji yi xia xin xi 。
 dao pang guo zhe wen xing ren ，
 xing ren dan yun  “ dian xing pin 。
“ huo cong shi wu bei fang he ，
 bian zhi si shi xi ying tian 。
 qu shi li zheng yu guo tou ，
 gui lai tou bai hai shu bian 。
 bian ting liu xie cheng hai shui ，
 wu huang kai bian yi wei yi 。
 jun bu wen ， han jia shan dong er bai zhou ，
 qian cun wan luo sheng jing qi 。
 zong you jian fu ba chu li ，
 he sheng long mu wu dong xi 。
 kuang fu qin bing nai ku zhan ，
 bei qu bu yi quan yu ji 。
“ zhang zhe sui you wen ，
 yi fu 
 gan shen hen ？  qie ru jin nian dong ，
 wei xiu guan xi zu 。
 xian guan ji suo zu ，
 zu shui   cong he chu 。
 xin zhi sheng nan e ，
 fan shi sheng nv hao 。
 sheng nv you de jia bi lin ，
 sheng nan mai mo sui bai cao 。”
 du fu ，《 bing che xing 》， yue gong yuan  750  nian 
 song chao yu tang chao de bu tong zhi chu zai yu",song chao fei chu le ru sheng ke ju kao shi,song chao zhong shi fo jiao ， qing shi dao jiao he ru jiao,song chao feng xing bu tai xiang wai kuo zhang de dui wai zheng ce,song chao ren ben lai jiu lai zi zhong guo zhi wai,C,high_school_world_history,history
197,帕伦克的统治者帕帕尔大帝的石棺盖描绘了什么？,国王的死敌，上面有一系列象形文字，代表着世界上所有伟大的城市和文明,死去的国王悬挂在玛雅大地怪物和象征玛雅天堂的奎萨尔鸟之间,阿兹特克国王驾着金制的战车升天,一个古老的外星人通过望远镜观察并驾驶着宇宙飞船,B,prehistory,history,"What does the lid of the sarcophagus of Pacal the Great, ruler of Palenque, depict?","the slain enemies of the king, with a series of hieroglyphs representing all of the great cities and civilizations of the world",the dead king suspended between the Maya earth monster and the Quetzal bird which symbolizes the Maya heaven,the Aztec king ascending to heaven on a chariot made of gold,an ancient alien looking through a telescope and piloting a spaceship,B,history,pa lun ke de tong zhi zhe pa pa er da di de shi guan gai miao hui le shen me ？,guo wang de si di ， shang mian you yi xi lie xiang xing wen zi ， dai biao zhe shi jie shang suo you wei da de cheng shi he wen ming,si qu de guo wang xuan gua zai ma ya da di guai wu he xiang zheng ma ya tian tang de kui sa er niao zhi jian,a zi te ke guo wang jia zhe jin zhi de zhan che sheng tian,yi ge gu lao de wai xing ren tong guo wang yuan jing guan cha bing jia shi zhe yu zhou fei chuan,B,prehistory,history
82,"本问题涉及以下信息。
“鉴于，为了提高王国的收入，扩大和保障大不列颠与陛下在美洲的领地（这些领地因和平而愉快地扩大了）之间的航行和贸易，应当制定新的规定和条例，这是权宜之计；鉴于，在陛下在美洲的上述领地中，为支付保卫、保护和保障这些领地的费用而增加收入是正当和必要的；我们作为陛下在大不列颠的下议院最尽职、最忠诚的臣民，聚集在议会中，希望在这次议会会议上作出一些规定，以提高在美洲的上述收入，并已决定给予陛下以下提到的几种税率和关税……”
1764 年《食糖法案》
与节选中表达的观点一致，下列哪项不代表法国和印第安人战争后格伦维尔首相的观点？",他觉得国王需要控制贸易，增加税收。,他认为殖民者应该帮助偿还战争带来的债务。,他认为议会有权对殖民地增税。,他想通过扩大“有益的忽视”来奖励殖民地。,D,high_school_us_history,history,"This question refers to the following information.
""Whereas it is expedient that new provisions and regulations should be established for improving the revenue of this kingdom, and for extending and securing the navigation and commerce between Great Britain and your Majesty's dominions in America, which, by the peace, have been so happily enlarged: and whereas it is just and necessary, that a revenue be raised, in your Majesty's said dominions in America, for defraying the expenses of defending, protecting, and securing the same; we, your Majesty's most dutiful and loyal subjects, the commons of Great Britain, in parliament assembled, being desirous to make some provision, in this present session of parliament, towards raising the said revenue in America, have resolved to give and grant unto your Majesty the several rates and duties herein after-mentionedâ€¦.""
The Sugar Act of 1764
In harmony with the sentiments expressed in the excerpt, which of the following does NOT represent the views of Prime Minister Grenville after the French and Indian War?",He felt that the Crown needed to control trade and raise revenue.,He felt that the colonists should help pay the debt incurred by the war.,He felt that Parliament had the right to increase taxes on the colonies.,"He wanted to reward the colonies through his extension of ""salutary neglect.""",D,history,"ben wen ti she ji yi xia xin xi 。
“ jian yu ， wei le ti gao wang guo de shou ru ， kuo da he bao zhang da bu lie dian yu bi xia zai mei zhou de ling di （ zhe xie ling di yin he ping er yu kuai di kuo da le ） zhi jian de hang xing he mao yi ， ying dang zhi ding xin de gui ding he tiao li ， zhe shi quan yi zhi ji ； jian yu ， zai bi xia zai mei zhou de shang shu ling di zhong ， wei zhi fu bao wei 、 bao hu he bao zhang zhe xie ling di de fei yong er zeng jia shou ru shi zheng dang he bi yao de ； wo men zuo wei bi xia zai da bu lie dian de xia yi yuan zui jin zhi 、 zui zhong cheng de chen min ， ju ji zai yi hui zhong ， xi wang zai zhe ci yi hui hui yi shang zuo chu yi xie gui ding ， yi ti gao zai mei zhou de shang shu shou ru ， bing yi jue ding ji yu bi xia yi xia ti dao de ji zhong shui lv he guan shui ……”
1764  nian 《 shi tang fa an 》
 yu jie xuan zhong biao da de guan dian yi zhi ， xia lie na xiang bu dai biao fa guo he yin di an ren zhan zheng hou ge lun wei er shou xiang de guan dian ？",ta jue de guo wang xu yao kong zhi mao yi ， zeng jia shui shou 。,ta ren wei zhi min zhe ying gai bang zhu chang huan zhan zheng dai lai de zhai wu 。,ta ren wei yi hui you quan dui zhi min di zeng shui 。,ta xiang tong guo kuo da “ you yi de hu shi ” lai jiang li zhi min di 。,D,high_school_us_history,history
50,"本问题涉及以下信息。
那么，这些外国人又该用什么样的理由原则来换回有毒的药物呢？ 我们无意说外国人心中怀有这样的破坏性意图，但我们可以肯定地断言，由于他们对利益的过度渴求，他们根本不在乎对我们造成的伤害！既然如此，我们不禁要问，上天植入每个人心中的良知究竟变成了什么？ 我们听说，在你们自己的国家，鸦片是被严格禁止的。这有力地证明，你深知这对人类的伤害有多大。既然你们不允许它伤害你们自己的国家，你们就不应该让这种有害的药物转移到其他国家，更不应该转移到内陆国家！在中国向外国出口的产品中，没有任何一件不是以某种形式造福人类的。
中国贸易专员林则徐 1839 年致维多利亚女王的信
下列哪一项最有可能引起文中的抱怨？",英国在中国出售鸦片,英国向中国出口烟草,英国把火药传入中国,英国鼓励中国使用海洛因,A,high_school_world_history,history,"This question refers to the following information.
At the peak of their power, the domains of the Mongol khans, or rulers, made up a vast realm in which once-hostile peoples lived together in peace and virtually all religions were tolerated. . . . The law code first promulgated by Chinggis Khan ordered human interaction. The result was an important new stage in international contact. From eastern Europe to southern China, merchants and travelers could move across the well-policed Mongol domains without fear for their lives or property. The great swath of Mongol territory that covered or connected most of Europe, Asia, and the Middle East served as a bridge between the civilizations of the Eastern Hemisphere. The caravans and embassies that crossed the Mongol lands transmitted new food, inventions, and ideas from one civilized pool to others and from civilized pools to the nomadic peoples who served as intermediaries. Secure trade routes made for prosperous merchants and wealthy, cosmopolitan cities. They also facilitated the spread of foods [and] inventions . . . a major force for economic and social development and the enhancement of civilized life.
â€”Robert Guisepi, 1992
Which of the following was a long-term consequence of the Mongol conquest of Russia in the 1200s?",Russia was excluded from Western European developments (like the Renaissance).,Russia benefited by becoming the administrative center of Mongol political activity.,Islam became the dominant religion of Russia.,Russia developed a centralized bureaucracy.,A,history,"ben wen ti she ji yi xia xin xi 。
 na me ， zhe xie wai guo ren you gai yong shen me yang de li you yuan ze lai huan hui you du de yao wu ne ？  wo men wu yi shuo wai guo ren xin zhong huai you zhe yang de po huai xing yi tu ， dan wo men ke yi ken ding di duan yan ， you yu ta men dui li yi de guo du ke qiu ， ta men gen ben bu zai hu dui wo men zao cheng de shang hai ！ ji ran ru ci ， wo men bu jin yao wen ， shang tian zhi ru mei ge ren xin zhong de liang zhi jiu jing bian cheng le shen me ？  wo men ting shuo ， zai ni men zi ji de guo jia ， ya pian shi bei yan ge jin zhi de 。 zhe you li di zheng ming ， ni shen zhi zhe dui ren lei de shang hai you duo da 。 ji ran ni men bu yun xu ta shang hai ni men zi ji de guo jia ， ni men jiu bu ying gai rang zhe zhong you hai de yao wu zhuan yi dao qi ta guo jia ， geng bu ying gai zhuan yi dao nei lu guo jia ！ zai zhong guo xiang wai guo chu kou de chan pin zhong ， mei you ren he yi jian bu shi yi mou zhong xing shi zao fu ren lei de 。
 zhong guo mao yi zhuan yuan lin ze xu  1839  nian zhi wei duo li ya nv wang de xin 
 xia lie na yi xiang zui you ke neng yin qi wen zhong de bao yuan ？",ying guo zai zhong guo chu shou ya pian,ying guo xiang zhong guo chu kou yan cao,ying guo ba huo yao chuan ru zhong guo,ying guo gu li zhong guo shi yong hai luo yin,A,high_school_world_history,history
246,从粮食采集到完全依赖农业的转变：,在其他地方都发生过，除了南美。,花了几千年时间。,花了几十万年时间。,始终需要仔细的规划。,B,prehistory,history,The transition from food gathering to a total reliance on agriculture:,happened everywhere except in South America.,took thousands of years.,took hundreds of thousands of years.,always required careful planning.,B,history,cong liang shi cai ji dao wan quan yi lai nong ye de zhuan bian ：,zai qi ta di fang dou fa sheng guo ， chu le nan mei 。,hua le ji qian nian shi jian 。,hua le ji shi wan nian shi jian 。,shi zhong xu yao zi xi de gui hua 。,B,prehistory,history
290,下列哪一项是与已灭绝的大象有关的两面都有凹槽的石刃的名字？,拓乐人,拉皮塔人,多塞特人,克洛维斯人,D,prehistory,history,Which of the following is the name of the stone blade exhibiting a fluted point on both faces and associated with extinct elephants?,Thule,Lapita,Dorset,Clovis,D,history,xia lie na yi xiang shi yu yi mie jue de da xiang you guan de liang mian dou you ao cao de shi ren de ming zi ？,tuo le ren,la pi ta ren,duo sai te ren,ke luo wei si ren,D,prehistory,history
